id_carrera,neumatico,vueltas_uso,tiempo_pitstop_s,temp_pista_c,podio
R2026-13519,Blando,NaN,6.25,19.9,1
R2026-13520,Lluvia,42,2.11,16.8,1
R2026-13521,Lluvia,41,2.26,29.6,1
R2026-13522,Medio,,3.53,27.6,0
R2026-13523,Blando,42,2.3,,0
R2026-13524,Duro,27,4.3,24.5,1
R2026-13525,Blando,24,2.8,44.1,0
R2026-13526,Medio,5,6.2,44.1,0
R2026-13527,Medio,1,4.15,43.8,1
R2026-13528,Medio,25,3.62,42.0,1
R2026-13529,Medio,31,5.97,26.9,0
R2026-13530,Duro,6,4.29,NaN,1
R2026-13531,Duro,33,4.59,54.3,0
R2026-13532,Medio,26,5.2,26.4,1
R2026-13533,Duro,25,4.93,52.1,1
R2026-13534,Duro,11,4.87,49.9,1
R2026-13535,Blando,30,4.22,22.4,0
R2026-13536,Duro,2,5.7,35.9,1
R2026-13537,Medio,1,3.36,54.8,1
R2026-13538,Medio,28,4.7,39.2,0
R2026-13539,Medio,40,3.06,40.6,0
R2026-13540,Lluvia,30,4.74,31.1,0
R2026-13541,Medio,27,4.39,45.9,0
R2026-13542,Duro,21,3.25,32.0,1
R2026-13543,Blando,27,5.44,42.0,0
R2026-13544,Duro,39,4.65,34.5,1
R2026-13545,Lluvia,27,5.83,19.8,1
R2026-13546,Lluvia,35,5.67,36.5,0
R2026-13547,Blando,-6,2.39,24.9,1
R2026-13548,Blando,-11,2.37,16.4,1
R2026-13549,Blando,16,6.4,25.8,0
R2026-13550,Medio,12,2.83,46.2,0
R2026-13551,Medio,45,3.12,17.0,1
R2026-13552,Blando,38,4.78,14.5,1
R2026-13553,Duro,6,6.24,47.2,0
R2026-13554,Duro,29,2.3,28.2,0
R2026-13555,Medio,2,3.2,45.4,1
R2026-13556,Blando,1,3.23,19.9,1
R2026-13557,Duro,24,3.14,42.1,0
R2026-13558,Medio,39,5.21,26.5,1
R2026-13559,Duro,17,5.17,50.2,0
R2026-13560,Medio,32,6.08,26.1,1
R2026-13561,Duro,35,3.1,32.8,1
R2026-13562,Blando,12,4.79,18.9,0
R2026-13563,Lluvia,45,3.6,26.5,0
R2026-13564,Blando,27,6.03,,0
R2026-13565,Lluvia,17,NaN,18.9,0
R2026-13566,Lluvia,36,4.05,30.0,0
R2026-13567,Duro,15,50.08,17.2,0
R2026-13568,Lluvia,5,5.28,46.2,0
R2026-13569,Duro,2,3.8,22.0,0
R2026-13570,Medio,44,NaN,40.5,0
R2026-13571,Medio,35,5.0,24.8,1
R2026-13572,Medio,14,3.7,22.3,0
R2026-13573,Blando,2,6.14,33.5,1
R2026-13574,Medio,19,2.65,19.4,1
R2026-13575,Blando,37,,23.5,1
R2026-13576,Blando,25,2.59,24.0,0
R2026-13577,Duro,16,5.24,54.9,1
R2026-13578,Medio,33,5.55,39.2,1
R2026-13579,Lluvia,24,3.67,38.1,1
R2026-13580,Lluvia,40,5.32,45.1,1
R2026-13581,Duro,43,4.94,44.2,1
R2026-13582,Blando,44,NaN,48.1,1
R2026-13583,Blando,45,3.6,17.1,0
R2026-13584,Medio,20,6.18,41.7,0
R2026-13585,Medio,44,4.18,29.6,0
R2026-13586,Lluvia,26,3.07,16.6,1
R2026-13587,Medio,18,3.59,19.7,1
R2026-13588,Blando,45,4.42,29.9,0
R2026-13589,Blando,20,NaN,52.5,1
R2026-13590,Lluvia,11,4.35,24.9,0
R2026-13591,Duro,23,3.35,24.8,0
R2026-13592,Blando,31,3.12,22.1,1
R2026-13593,Lluvia,17,3.09,42.9,1
R2026-13594,Blando,17,6.01,34.6,0
R2026-13595,Lluvia,45,5.98,32.1,0
R2026-13596,Medio,22,4.04,38.2,1
R2026-13597,Lluvia,33,2.52,19.5,1
R2026-13598,Lluvia,36,5.92,16.6,1
R2026-13599,Blando,45,3.03,19.7,0
R2026-13600,Lluvia,19,2.47,18.2,0
R2026-13601,Blando,3,5.68,52.6,1
R2026-13602,Duro,18,4.85,32.7,0
R2026-13603,Duro,NaN,3.62,20.0,0
R2026-13604,Blando,28,84.45,31.2,1
R2026-13605,Lluvia,31,4.2,42.2,1
R2026-13606,Blando,38,3.1,15.0,1
R2026-13607,Duro,18,4.57,36.6,1
R2026-13608,Medio,6,6.23,43.2,0
R2026-13609,Medio,41,3.99,49.4,0
R2026-13610,Blando,31,3.1,40.0,1
R2026-13611,Lluvia,7,3.09,45.5,1
R2026-13612,Blando,1,2.38,40.8,1
R2026-13613,Duro,25,3.69,17.8,0
R2026-13614,Blando,1,5.07,22.9,1
R2026-13615,Blando,35,5.5,35.1,0
R2026-13616,Duro,19,2.73,26.7,0
R2026-13617,Lluvia,26,98.36,18.0,1
R2026-13618,Lluvia,2,3.21,18.5,0
R2026-13619,Medio,5,5.19,36.1,0
R2026-13620,Duro,21,4.2,24.6,0
R2026-13621,Lluvia,6,3.02,45.4,1
R2026-13622,Medio,32,2.1,43.7,0
R2026-13623,Blando,6,5.85,17.4,0
R2026-13624,Lluvia,11,81.76,29.6,0
R2026-13625,Medio,26,5.27,40.4,0
R2026-13626,Lluvia,36,4.5,53.5,0
R2026-13627,Duro,35,5.73,,0
R2026-13628,Lluvia,27,6.37,50.0,1
R2026-13629,Lluvia,25,2.77,23.9,0
R2026-13630,Medio,18,3.09,38.6,1
R2026-13631,Lluvia,-10,3.28,15.7,1
R2026-13632,Duro,32,5.03,53.8,0
R2026-13633,Blando,18,3.27,28.7,1
R2026-13634,Medio,17,,32.2,1
R2026-13635,Blando,1,3.47,50.4,1
R2026-13636,Lluvia,42,5.49,47.5,0
R2026-13637,Medio,43,5.1,45.8,0
R2026-13638,Blando,42,4.28,35.6,0
R2026-13639,Medio,2,5.74,16.6,0
R2026-13640,Duro,35,5.59,25.6,0
R2026-13641,Medio,13,6.46,14.9,0
R2026-13642,Lluvia,8,6.15,21.8,0
R2026-13643,Blando,42,4.44,30.5,0
R2026-13644,Medio,32,5.28,49.8,1
R2026-13645,Duro,35,2.25,25.2,0
R2026-13646,Lluvia,45,6.0,16.1,1
R2026-13647,Duro,5,4.29,44.2,0
R2026-13648,Duro,12,3.2,36.9,1
R2026-13649,Lluvia,42,5.96,54.7,0
R2026-13650,Lluvia,1,2.23,39.1,1
R2026-13651,Blando,37,6.47,25.1,0
R2026-13652,Medio,11,3.19,36.2,1
R2026-13653,Medio,34,5.89,39.7,1
R2026-13654,Duro,NaN,2.39,19.6,1
R2026-13655,Blando,-14,4.27,53.6,0
R2026-13656,Medio,31,4.99,15.1,0
R2026-13657,Blando,20,4.36,37.6,1
R2026-13658,Blando,41,5.04,23.9,0
R2026-13659,Medio,9,5.76,45.6,0
R2026-13660,Duro,14,2.98,20.6,1
R2026-13661,Duro,26,3.73,48.7,1
R2026-13662,Lluvia,8,4.35,36.7,1
R2026-13663,Medio,,3.08,51.7,1
R2026-13664,Medio,2,3.57,29.9,0
R2026-13665,Duro,19,3.69,47.5,0
R2026-13666,Lluvia,10,2.74,27.7,0
R2026-13667,Medio,41,3.93,36.6,1
R2026-13668,Duro,9,71.47,31.5,0
R2026-13669,Duro,6,3.6,49.8,1
R2026-13670,Duro,25,6.29,47.2,0
R2026-13671,Medio,41,3.82,26.0,0
R2026-13672,Medio,27,5.24,44.5,0
R2026-13673,Medio,25,6.16,30.1,1
R2026-13674,Blando,12,4.08,48.5,0
R2026-13675,Lluvia,,NaN,48.5,1
R2026-13676,Duro,18,4.66,38.2,0
R2026-13677,Medio,39,3.44,39.6,1
R2026-13678,Blando,10,6.14,40.6,0
R2026-13679,Duro,9,4.15,24.2,0
R2026-13680,Lluvia,6,2.11,33.2,1
R2026-13681,Medio,32,2.28,35.9,0
R2026-13682,Duro,,3.05,54.8,0
R2026-13683,Lluvia,15,4.81,50.2,1
R2026-13684,Duro,9,2.76,41.9,0
R2026-13685,Medio,15,3.59,14.6,0
R2026-13686,Lluvia,33,2.57,41.7,0
R2026-13687,Lluvia,21,5.68,15.6,0
R2026-13688,Duro,3,2.37,54.9,1
R2026-13689,Medio,4,2.49,49.0,1
R2026-13690,Blando,1,5.91,31.0,0
R2026-13691,Duro,2,,40.0,0
R2026-13692,Duro,42,6.19,22.1,1
R2026-13693,Duro,14,2.41,35.8,0
R2026-13694,Lluvia,,2.86,44.4,0
R2026-13695,Medio,24,2.32,36.5,0
R2026-13696,Blando,31,,22.4,0
R2026-13697,Blando,-12,2.54,16.6,0
R2026-13698,Duro,14,5.91,36.4,1
R2026-13699,Lluvia,4,4.1,36.5,1
R2026-13700,,30,3.79,44.8,0
R2026-13701,Blando,15,5.58,NaN,0
R2026-13702,Lluvia,19,5.72,48.5,1
R2026-13703,Lluvia,18,3.62,54.8,0
R2026-13704,Medio,NaN,5.78,,1
R2026-13705,Duro,8,6.5,32.7,1
R2026-13706,Blando,18,2.85,34.9,0
R2026-13707,Duro,21,4.5,19.0,0
R2026-13708,Lluvia,27,5.25,22.6,1
R2026-13709,Lluvia,4,2.15,39.3,1
R2026-13710,Duro,5,2.55,18.4,0
R2026-13711,Medio,23,4.95,37.3,1
R2026-13712,Medio,39,3.87,54.7,1
R2026-13713,Medio,30,3.24,38.4,0
R2026-13714,Medio,32,6.29,30.9,0
R2026-13715,Blando,31,6.19,47.2,0
R2026-13716,Blando,32,4.06,51.7,1
R2026-13717,Medio,16,4.55,46.9,1
R2026-13718,Medio,26,,24.2,0
R2026-13719,Blando,45,4.15,21.0,0
R2026-13720,Blando,42,3.89,44.0,0
R2026-13721,Duro,2,2.51,45.7,1
R2026-13722,Blando,NaN,3.05,29.8,0
R2026-13723,Medio,8,4.72,19.8,0
R2026-13724,Lluvia,14,4.26,18.6,0
R2026-13725,Lluvia,14,3.67,36.6,0
R2026-13726,Blando,16,NaN,40.7,0
R2026-13727,Medio,22,,26.1,0
R2026-13728,Lluvia,32,2.72,29.6,1
R2026-13729,Medio,,6.35,14.9,0
R2026-13730,Lluvia,25,6.27,43.7,1
R2026-13731,Duro,12,3.12,25.3,1
R2026-13732,Lluvia,32,4.62,39.1,0
R2026-13733,Duro,-9,2.14,42.0,0
R2026-13734,Blando,19,2.89,32.7,0
R2026-13735,Medio,4,5.82,17.2,0
R2026-13736,Medio,37,3.57,50.0,1
R2026-13737,Duro,5,5.98,15.2,0
R2026-13738,Duro,33,2.74,41.3,0
R2026-13739,Medio,1,2.51,32.8,0
R2026-13740,Medio,45,5.96,50.5,1
R2026-13741,Duro,13,4.7,34.0,1
R2026-13742,Duro,40,3.91,50.0,1
R2026-13743,Duro,17,5.39,45.0,0
R2026-13744,Medio,38,2.37,14.1,1
R2026-13745,Medio,30,3.9,50.3,1
R2026-13746,Lluvia,35,4.78,NaN,1
R2026-13747,Medio,35,3.56,23.9,1
R2026-13748,Lluvia,2,6.29,18.2,0
R2026-13749,Blando,5,2.29,25.0,1
R2026-13750,Blando,36,2.17,50.7,1
R2026-13751,Lluvia,10,4.58,21.2,1
R2026-13752,Blando,-11,4.84,20.3,1
R2026-13753,Lluvia,32,3.61,44.9,1
R2026-13754,Medio,11,2.15,25.5,0
R2026-13755,Duro,7,4.29,24.1,0
R2026-13756,Lluvia,,2.36,46.6,0
R2026-13757,Blando,39,6.29,42.5,0
R2026-13758,Lluvia,-5,6.22,52.0,1
R2026-13759,Blando,2,3.87,33.0,0
R2026-13760,Duro,40,3.42,24.4,1
R2026-13761,Medio,NaN,5.99,37.7,0
R2026-13762,Medio,-14,4.38,52.4,1
R2026-13763,Medio,22,64.04,17.3,1
R2026-13764,Lluvia,20,4.92,27.5,1
R2026-13765,Lluvia,19,5.69,54.1,0
R2026-13766,Blando,1,4.46,14.6,0
R2026-13767,Duro,24,5.57,22.6,1
R2026-13768,Lluvia,36,3.55,54.1,0
R2026-13769,Blando,8,2.94,NaN,1
R2026-13770,Duro,22,3.63,44.1,0
R2026-13771,Medio,39,NaN,20.7,1
R2026-13772,Lluvia,24,3.58,17.2,1
R2026-13773,Duro,15,3.64,18.7,0
R2026-13774,Lluvia,21,4.76,15.2,0
R2026-13775,Blando,2,6.17,45.5,1
R2026-13776,Duro,35,5.2,21.9,0
R2026-13777,Lluvia,22,3.7,39.7,1
R2026-13778,Blando,3,2.56,52.1,1
R2026-13779,Lluvia,38,4.88,46.7,1
R2026-13780,Blando,19,5.27,23.9,0
R2026-13781,,16,3.13,42.0,0
R2026-13782,Lluvia,30,4.44,19.9,0
R2026-13783,Medio,-2,5.28,37.2,1
R2026-13784,Duro,22,3.2,49.5,0
R2026-13785,Blando,28,5.71,45.7,1
R2026-13786,Blando,27,5.16,18.3,1
R2026-13787,Duro,15,5.3,23.4,1
R2026-13788,Duro,30,3.63,35.0,1
R2026-13789,Duro,41,5.24,40.8,0
R2026-13790,Blando,40,3.7,26.0,1
R2026-13791,Medio,28,3.11,26.2,1
R2026-13792,Blando,30,5.5,37.6,0
R2026-13793,Lluvia,6,4.89,38.8,0
R2026-13794,Lluvia,31,2.5,46.8,1
R2026-13795,Blando,45,2.97,47.3,0
R2026-13796,Medio,19,3.32,33.1,0
R2026-13797,Blando,1,2.79,39.5,0
R2026-13798,Duro,43,3.48,NaN,1
R2026-13799,Duro,4,3.77,45.8,1
R2026-13800,Blando,22,3.91,53.2,1
R2026-13801,Lluvia,8,5.85,,1
R2026-13802,Medio,12,5.67,18.7,0
R2026-13803,Blando,4,6.48,31.9,1
R2026-13804,Lluvia,13,5.13,27.0,1
R2026-13805,Lluvia,30,2.71,44.2,1
R2026-13806,Medio,19,5.75,46.7,1
R2026-13807,Medio,15,107.25,28.7,0
R2026-13808,Duro,16,,15.8,0
R2026-13809,Lluvia,,3.39,23.5,0
R2026-13810,Duro,42,2.51,16.1,1
R2026-13811,Duro,23,6.01,40.3,1
R2026-13812,Blando,41,5.93,14.5,1
R2026-13813,Duro,-6,3.54,45.3,1
R2026-13814,Lluvia,41,6.43,54.1,0
R2026-13815,Lluvia,4,2.74,29.1,1
R2026-13816,Lluvia,23,2.18,18.3,0
R2026-13817,Blando,16,3.27,37.7,1
R2026-13818,Medio,20,6.24,28.5,1
R2026-13819,Duro,5,2.82,43.5,0
R2026-13820,Medio,15,4.84,36.6,0
R2026-13821,Lluvia,45,3.65,30.7,1
R2026-13822,Lluvia,23,2.72,24.1,0
R2026-13823,Lluvia,15,2.59,24.2,0
R2026-13824,Medio,-15,4.79,40.6,1
R2026-13825,Duro,30,2.74,48.6,0
R2026-13826,Medio,38,6.25,30.2,1
R2026-13827,Lluvia,41,4.3,38.1,0
R2026-13828,Blando,42,3.78,15.1,0
R2026-13829,Duro,NaN,5.42,27.1,0
R2026-13830,Lluvia,16,4.41,53.8,1
R2026-13831,Medio,-15,6.04,16.7,0
R2026-13832,Blando,30,6.27,22.5,0
R2026-13833,Blando,31,2.11,14.0,0
R2026-13834,Blando,18,NaN,38.3,0
R2026-13835,Blando,30,5.18,NaN,1
R2026-13836,Lluvia,22,2.92,19.3,0
R2026-13837,Duro,33,2.92,43.1,1
R2026-13838,Duro,42,5.02,31.9,0
R2026-13839,Blando,38,2.19,39.6,0
R2026-13840,Blando,32,5.65,49.2,1
R2026-13841,Blando,38,2.11,38.6,0
R2026-13842,Medio,11,2.6,53.2,1
R2026-13843,Medio,31,5.86,53.4,0
R2026-13844,Duro,42,53.91,21.9,1
R2026-13845,Lluvia,16,4.39,30.4,0
R2026-13846,Blando,30,98.65,25.5,0
R2026-13847,Medio,17,3.48,45.0,0
R2026-13848,Blando,5,4.42,39.6,0
R2026-13849,Medio,41,5.23,54.7,0
R2026-13850,Duro,15,4.07,30.4,0
R2026-13851,,26,4.81,33.6,0
R2026-13852,Lluvia,33,4.61,51.3,1
R2026-13853,Lluvia,1,5.37,30.4,1
R2026-13854,Duro,-9,3.52,30.4,0
R2026-13855,Duro,12,4.97,52.4,0
R2026-13856,Medio,19,5.77,37.4,0
R2026-13857,Duro,13,5.93,16.3,1
R2026-13858,Blando,26,2.48,,0
R2026-13859,Medio,28,5.01,51.7,0
R2026-13860,Medio,2,4.26,16.6,1
R2026-13861,Medio,35,5.43,17.6,0
R2026-13862,Blando,26,4.17,31.7,0
R2026-13863,Medio,42,5.42,19.2,0
R2026-13864,Blando,-10,2.75,48.8,0
R2026-13865,Duro,12,2.3,43.7,1
R2026-13866,Duro,19,NaN,40.5,1
R2026-13867,Medio,40,93.9,43.1,1
R2026-13868,Lluvia,31,4.22,21.1,0
R2026-13869,Blando,12,3.84,37.0,0
R2026-13870,Blando,41,4.23,26.6,0
R2026-13871,Lluvia,28,2.93,35.2,0
R2026-13872,Blando,26,3.3,42.6,0
R2026-13873,Duro,18,2.63,39.3,1
R2026-13874,Duro,12,6.46,46.4,1
R2026-13875,Medio,8,4.56,30.3,1
R2026-13876,Blando,27,2.37,48.9,0
R2026-13877,Duro,43,4.55,39.2,1
R2026-13878,Lluvia,9,3.03,26.4,1
R2026-13879,Medio,39,2.12,20.9,0
R2026-13880,Lluvia,43,5.52,44.8,1
R2026-13881,Blando,7,5.89,42.2,0
R2026-13882,Lluvia,12,4.54,48.7,1
R2026-13883,,1,6.39,48.7,1
R2026-13884,Lluvia,37,6.44,15.5,0
R2026-13885,Lluvia,1,3.83,34.2,1
R2026-13886,Duro,1,5.12,26.9,1
R2026-13887,Medio,5,2.77,39.2,0
R2026-13888,Medio,38,4.84,47.7,0
R2026-13889,Medio,9,3.18,34.1,0
R2026-13890,Duro,44,6.11,17.7,0
R2026-13891,Medio,36,5.42,,1
R2026-13892,Blando,36,5.48,32.3,0
R2026-13893,Blando,24,4.06,23.6,1
R2026-13894,Lluvia,5,2.24,20.1,0
R2026-13895,Blando,24,4.47,32.0,0
R2026-13896,Duro,20,5.39,29.9,0
R2026-13897,Medio,24,5.92,24.6,1
R2026-13898,Blando,NaN,5.36,41.9,0
R2026-13899,Medio,3,5.94,23.5,0
R2026-13900,Lluvia,28,,,0
R2026-13901,Duro,33,NaN,32.8,0
R2026-13902,Medio,43,6.02,32.2,0
R2026-13903,Lluvia,29,4.63,34.6,0
R2026-13904,Lluvia,-14,2.39,36.7,1
R2026-13905,Blando,7,2.96,24.3,0
R2026-13906,Blando,44,6.03,26.0,0
R2026-13907,Blando,16,4.14,44.9,1
R2026-13908,Duro,29,5.62,49.0,1
R2026-13909,Blando,24,3.08,22.7,0
R2026-13910,Medio,31,NaN,28.1,1
R2026-13911,Medio,4,6.18,16.9,1
R2026-13912,,18,6.32,14.3,1
R2026-13913,Lluvia,4,3.66,41.5,1
R2026-13914,Lluvia,24,2.13,39.0,1
R2026-13915,Medio,39,2.74,44.8,1
R2026-13916,Medio,2,3.95,41.1,0
R2026-13917,Blando,42,2.48,23.8,1
R2026-13918,Blando,31,2.67,49.8,1
R2026-13919,Duro,33,5.1,31.5,1
R2026-13920,Lluvia,-15,3.14,34.1,1
R2026-13921,Lluvia,25,5.96,28.4,0
R2026-13922,Lluvia,16,5.18,17.1,0
R2026-13923,Lluvia,31,4.75,53.1,0
R2026-13924,Lluvia,16,5.18,29.6,1
R2026-13925,Medio,24,2.21,18.3,0
R2026-13926,Duro,27,,17.6,1
R2026-13927,Medio,25,2.47,42.7,1
R2026-13928,Duro,42,6.13,23.3,1
R2026-13929,Duro,40,5.7,30.9,0
R2026-13930,Blando,28,3.99,23.4,1
R2026-13931,Medio,20,2.64,46.8,1
R2026-13932,Lluvia,8,4.7,38.2,0
R2026-13933,Lluvia,24,6.01,48.3,1
R2026-13934,,-1,NaN,26.6,0
R2026-13935,Blando,10,3.68,34.3,1
R2026-13936,Duro,40,3.82,20.6,1
R2026-13937,Blando,38,4.51,51.6,1
R2026-13938,Medio,29,2.37,24.8,0
R2026-13939,Duro,32,3.76,47.6,0
R2026-13940,Duro,14,2.58,25.3,0
R2026-13941,Medio,40,3.27,34.1,1
R2026-13942,Medio,13,5.32,39.8,1
R2026-13943,Lluvia,23,4.76,45.3,0
R2026-13944,Duro,5,5.69,22.1,0
R2026-13945,Blando,37,4.67,24.7,1
R2026-13946,Duro,41,5.13,14.9,1
R2026-13947,,31,3.76,22.8,0
R2026-13948,Blando,-9,3.19,30.2,0
R2026-13949,Medio,5,4.39,28.8,0
R2026-13950,Medio,1,5.19,16.2,0
R2026-13951,Lluvia,24,NaN,39.3,0
R2026-13952,Medio,35,NaN,18.1,1
R2026-13953,Blando,17,3.78,52.9,0
R2026-13954,Blando,18,3.83,51.2,0
R2026-13955,Medio,33,4.7,23.8,1
R2026-13956,Duro,45,2.13,44.1,1
R2026-13957,Medio,-7,5.11,33.9,0
R2026-13958,Lluvia,19,2.68,40.3,0
R2026-13959,Duro,-14,5.57,22.6,0
R2026-13960,Blando,31,3.7,53.8,0
R2026-13961,Duro,27,6.23,37.4,1
R2026-13962,Duro,39,,41.2,1
R2026-13963,Blando,2,2.12,40.6,1
R2026-13964,Blando,20,5.2,55.0,1
R2026-13965,Duro,18,2.95,33.7,1
R2026-13966,Lluvia,-1,3.57,35.0,0
R2026-13967,Blando,18,,43.6,1
R2026-13968,Blando,,NaN,30.7,1
R2026-13969,Lluvia,36,5.4,52.7,1
R2026-13970,Duro,43,2.95,36.2,1
R2026-13971,Blando,22,4.45,44.5,0
R2026-13972,Lluvia,26,5.4,44.4,0
R2026-13973,Duro,42,4.28,32.0,1
R2026-13974,Blando,6,2.82,53.1,1
R2026-13975,Lluvia,15,2.17,38.1,0
R2026-13976,Lluvia,14,3.6,15.6,1
R2026-13977,Blando,29,4.2,35.8,1
R2026-13978,Lluvia,-1,5.27,19.0,0
R2026-13979,Blando,44,2.91,34.8,0
R2026-13980,Medio,14,2.63,52.7,0
R2026-13981,Lluvia,31,2.72,28.4,0
R2026-13982,Medio,31,3.28,50.7,1
R2026-13983,Lluvia,7,6.23,28.2,1
R2026-13984,Lluvia,30,2.23,45.6,1
R2026-13985,Lluvia,31,3.15,34.8,0
R2026-13986,Blando,10,6.19,51.6,0
R2026-13987,Lluvia,39,3.12,36.5,1
R2026-13988,Lluvia,15,,46.8,0
R2026-13989,Lluvia,19,5.46,45.0,1
R2026-13990,Medio,42,2.7,31.1,0
R2026-13991,Lluvia,42,6.39,29.3,0
R2026-13992,Blando,19,4.75,42.3,1
R2026-13993,Blando,39,2.33,27.7,1
R2026-13994,Duro,16,4.41,25.9,0
R2026-13995,Duro,17,2.91,14.1,1
R2026-13996,Duro,41,NaN,30.0,1
R2026-13997,Medio,28,5.46,53.7,0
R2026-13998,Lluvia,15,4.51,51.5,0
R2026-13999,Medio,-14,4.96,45.2,1
R2026-14000,Lluvia,29,4.96,NaN,1
R2026-14001,Duro,18,5.18,30.2,0
R2026-14002,Medio,,3.75,51.4,0
R2026-14003,Blando,27,5.15,48.0,0
R2026-14004,Medio,9,5.94,44.1,1
R2026-14005,Duro,32,6.07,21.6,1
R2026-14006,Duro,33,4.48,37.2,0
R2026-14007,Blando,11,5.69,23.8,0
R2026-14008,Blando,3,6.42,46.2,0
R2026-14009,Blando,1,3.93,37.6,1
R2026-14010,Blando,29,3.29,47.8,1
R2026-14011,Blando,4,4.92,46.6,1
R2026-14012,Lluvia,23,3.28,40.1,0
R2026-14013,Duro,16,5.61,19.6,0
R2026-14014,Lluvia,27,6.18,NaN,0
R2026-14015,Duro,30,5.57,26.1,1
R2026-14016,Duro,14,3.25,48.0,0
R2026-14017,Medio,41,2.95,47.9,1
R2026-14018,Duro,36,5.95,31.8,1
R2026-14019,Duro,33,4.91,50.2,1
R2026-14020,Medio,43,5.82,34.4,0
R2026-14021,Lluvia,41,3.64,50.8,1
R2026-14022,Lluvia,26,2.96,51.8,0
R2026-14023,Medio,38,3.65,16.8,1
R2026-14024,Blando,12,6.23,37.1,0
R2026-14025,Medio,27,5.31,27.9,1
R2026-14026,Blando,-1,2.39,49.2,0
R2026-14027,Lluvia,27,5.05,39.0,1
R2026-14028,Blando,-1,5.78,44.5,1
R2026-14029,Blando,37,3.66,36.6,0
R2026-14030,Duro,18,4.12,,1
R2026-14031,Medio,5,5.02,34.3,1
R2026-14032,Medio,20,2.94,44.5,0
R2026-14033,Duro,38,3.35,49.7,1
R2026-14034,Blando,9,5.97,19.8,1
R2026-14035,Lluvia,11,3.72,34.4,1
R2026-14036,Lluvia,27,5.86,54.8,0
R2026-14037,Lluvia,45,2.64,24.4,0
R2026-14038,Duro,12,6.47,39.5,1
R2026-14039,Medio,35,4.12,31.8,1
R2026-14040,Duro,37,5.62,30.9,1
R2026-14041,Blando,31,4.38,23.8,1
R2026-14042,Duro,2,5.73,35.5,0
R2026-14043,Blando,17,4.67,30.8,1
R2026-14044,Duro,28,2.35,23.6,0
R2026-14045,Lluvia,15,4.03,21.4,0
R2026-14046,,37,4.15,28.5,1
R2026-14047,Duro,2,2.61,46.0,1
R2026-14048,Blando,14,2.77,42.6,0
R2026-14049,Blando,32,4.47,22.1,1
R2026-14050,Duro,44,NaN,45.7,1
R2026-14051,Blando,11,2.69,50.1,0
R2026-14052,Medio,16,3.5,49.6,1
R2026-14053,Lluvia,45,3.45,14.0,1
R2026-14054,Medio,23,4.59,49.2,0
R2026-14055,Medio,42,3.18,,0
R2026-14056,Medio,1,3.88,39.3,1
R2026-14057,Blando,36,2.18,33.9,0
R2026-14058,Medio,15,5.97,41.0,0
R2026-14059,Blando,10,6.15,50.8,0
R2026-14060,Duro,33,4.52,35.3,1
R2026-14061,Duro,NaN,6.27,31.7,0
R2026-14062,Blando,6,2.21,NaN,0
R2026-14063,Lluvia,32,4.16,18.9,1
R2026-14064,Medio,7,2.73,36.1,1
R2026-14065,Medio,28,4.67,38.1,0
R2026-14066,Duro,37,3.84,41.8,1
R2026-14067,Lluvia,39,5.93,53.7,0
R2026-14068,Medio,38,3.9,17.0,1
R2026-14069,Blando,45,4.39,54.2,1
R2026-14070,Lluvia,3,4.56,38.5,1
R2026-14071,Blando,42,,28.0,0
R2026-14072,Blando,14,5.42,28.0,1
R2026-14073,Medio,34,4.08,28.6,0
R2026-14074,Medio,40,6.39,37.6,1
R2026-14075,Duro,21,4.0,50.1,1
R2026-14076,Medio,8,4.51,51.3,1
R2026-14077,Lluvia,12,3.84,16.2,1
R2026-14078,Medio,,6.03,53.3,1
R2026-14079,Duro,27,2.85,34.4,0
R2026-14080,Medio,,52.46,16.5,1
R2026-14081,Lluvia,38,5.05,40.1,0
R2026-14082,Blando,30,,25.1,0
R2026-14083,Duro,NaN,2.47,35.5,0
R2026-14084,Duro,19,2.56,53.2,0
R2026-14085,Blando,28,5.61,51.8,1
R2026-14086,Lluvia,13,4.36,39.6,1
R2026-14087,Lluvia,28,5.71,45.0,0
R2026-14088,Blando,4,6.26,26.0,1
R2026-14089,Duro,42,5.69,23.4,0
R2026-14090,Blando,24,2.74,23.7,1
R2026-14091,Medio,18,5.97,37.8,0
R2026-14092,Duro,44,4.44,34.2,1
R2026-14093,Lluvia,21,6.46,20.2,0
R2026-14094,Blando,40,2.46,35.0,1
R2026-14095,Medio,42,2.44,51.4,0
R2026-14096,Duro,42,4.01,37.7,0
R2026-14097,Lluvia,26,4.45,22.7,0
R2026-14098,Lluvia,42,3.64,29.7,0
R2026-14099,Blando,21,2.91,21.9,1
R2026-14100,Medio,35,5.93,49.4,0
R2026-14101,Duro,29,4.66,38.0,1
R2026-14102,Blando,39,3.32,18.4,1
R2026-14103,Lluvia,28,4.85,47.6,0
R2026-14104,Blando,-1,5.39,27.4,0
R2026-14105,Lluvia,18,2.69,31.0,1
R2026-14106,Lluvia,1,6.2,27.0,0
R2026-14107,Medio,45,5.31,27.7,0
R2026-14108,Duro,22,,17.7,1
R2026-14109,Duro,24,2.66,34.6,0
R2026-14110,Duro,37,2.89,44.0,1
R2026-14111,Medio,17,5.86,42.5,0
R2026-14112,Lluvia,31,3.88,14.1,0
R2026-14113,Lluvia,36,4.86,39.0,0
R2026-14114,Blando,40,3.69,53.3,0
