cliente_id,edad,tickets_soporte,metodo_pago,gasto_total,abandono
CLI-10927,77,7,Transferencia,331.97,0
CLI-10928,78,7,Tarjeta,4290.61,1
CLI-10929,54,9,,2048.73,0
CLI-10930,30,6,Tarjeta,-275.5,1
CLI-10931,,0,PayPal,5771.7,0
CLI-10932,75,3,Tarjeta,1882.89,1
CLI-10933,74,9,Tarjeta,3867.78,1
CLI-10934,67,17,PayPal,5343.72,1
CLI-10935,61,17,Transferencia,1950.32,0
CLI-10936,63,13,PayPal,735.02,0
CLI-10937,73,9,PayPal,7236.95,0
CLI-10938,35,20,Transferencia,2117.73,1
CLI-10939,70,4,PayPal,1439.03,1
CLI-10940,,14,Transferencia,5014.94,1
CLI-10941,74,,PayPal,901.33,0
CLI-10942,37,12,PayPal,1437.11,1
CLI-10943,33,17,PayPal,3859.72,1
CLI-10944,64,10,PayPal,4003.62,0
CLI-10945,33,5,PayPal,-430.32,0
CLI-10946,32,20,Tarjeta,6305.09,1
CLI-10947,62,16,Tarjeta,3165.76,1
CLI-10948,60,12,Tarjeta,6324.95,1
CLI-10949,66,10,PayPal,1535.77,0
CLI-10950,40,15,Transferencia,7438.53,1
CLI-10951,18,11,PayPal,,1
CLI-10952,35,8,Tarjeta,5961.69,1
CLI-10953,34,5,Tarjeta,4816.66,0
CLI-10954,32,10,Tarjeta,1890.59,0
CLI-10955,76,10,PayPal,1645.18,0
CLI-10956,77,2,Tarjeta,5663.62,0
CLI-10957,50,5,PayPal,2825.93,1
CLI-10958,54,4,Transferencia,,1
CLI-10959,78,3,PayPal,5393.18,0
CLI-10960,80,12,PayPal,2136.55,0
CLI-10961,32,4,Transferencia,1102.17,1
CLI-10962,18,1,PayPal,2037.59,1
CLI-10963,66,14,PayPal,5960.21,1
CLI-10964,28,9,PayPal,5528.03,1
CLI-10965,80,0,Transferencia,6260.92,0
CLI-10966,49,19,Tarjeta,943.55,1
CLI-10967,24,,PayPal,6346.9,1
CLI-10968,66,4,Tarjeta,6056.8,0
CLI-10969,42,12,PayPal,5770.48,0
CLI-10970,61,16,Tarjeta,5072.46,0
CLI-10971,57,17,Tarjeta,953.7,0
CLI-10972,39,0,Transferencia,6991.99,1
CLI-10973,65,2,Tarjeta,2336.09,1
CLI-10974,-5,7,PayPal,4728.34,0
CLI-10975,28,10,Transferencia,4057.56,1
CLI-10976,62,10,Tarjeta,1120.92,0
CLI-10977,80,NaN,Tarjeta,7450.7,0
CLI-10978,34,11,Tarjeta,4017.64,0
CLI-10979,52,17,Transferencia,,0
CLI-10980,,2,,5514.84,0
CLI-10981,31,9,Tarjeta,4584.82,1
CLI-10982,29,7,Tarjeta,3343.9,0
CLI-10983,72,0,PayPal,2074.98,1
CLI-10984,41,2,Tarjeta,4072.46,0
CLI-10985,47,13,Transferencia,7659.91,0
CLI-10986,40,15,PayPal,5548.62,0
CLI-10987,62,16,Transferencia,2503.86,0
CLI-10988,37,10,PayPal,4537.55,1
CLI-10989,77,14,PayPal,3954.75,0
CLI-10990,21,17,Transferencia,4268.86,1
CLI-10991,36,20,Tarjeta,1551.21,1
CLI-10992,64,11,PayPal,2657.42,0
CLI-10993,80,19,Transferencia,3405.97,0
CLI-10994,70,16,Tarjeta,634.88,0
CLI-10995,71,12,Transferencia,6705.04,0
CLI-10996,66,3,Tarjeta,6262.93,1
CLI-10997,0,17,PayPal,6585.52,1
CLI-10998,190,0,Tarjeta,6892.07,1
CLI-10999,NaN,15,Transferencia,2040.91,0
CLI-11000,26,9,Transferencia,519.18,0
CLI-11001,29,8,Tarjeta,6451.22,1
CLI-11002,64,7,Tarjeta,139.66,0
CLI-11003,64,12,PayPal,5399.93,0
CLI-11004,47,16,Transferencia,5023.06,1
CLI-11005,73,0,Tarjeta,NaN,1
CLI-11006,35,17,,6829.68,1
CLI-11007,44,2,PayPal,3572.33,0
CLI-11008,,6,Tarjeta,4453.07,0
CLI-11009,40,15,Transferencia,4240.76,0
CLI-11010,49,6,Transferencia,4403.84,1
CLI-11011,NaN,17,PayPal,529.42,1
CLI-11012,23,12,PayPal,1367.88,0
CLI-11013,,1,Transferencia,4726.59,0
CLI-11014,79,12,PayPal,6206.71,1
CLI-11015,65,17,PayPal,6115.19,1
CLI-11016,46,11,Transferencia,5622.2,0
CLI-11017,72,16,Transferencia,4367.11,0
CLI-11018,55,18,PayPal,-202.87,0
CLI-11019,38,8,Tarjeta,4421.83,1
CLI-11020,66,6,PayPal,-41.8,0
CLI-11021,58,10,PayPal,1813.79,0
CLI-11022,20,10,Transferencia,5275.63,0
CLI-11023,47,13,Transferencia,7287.44,1
CLI-11024,76,5,,4027.92,1
CLI-11025,53,8,Tarjeta,3109.64,1
CLI-11026,33,11,PayPal,5641.9,0
CLI-11027,21,11,Transferencia,2910.18,0
CLI-11028,77,0,Tarjeta,5548.31,0
CLI-11029,67,12,Tarjeta,-463.86,1
CLI-11030,59,16,PayPal,5955.88,0
CLI-11031,43,2,Tarjeta,3599.09,1
CLI-11032,32,6,PayPal,4555.26,0
CLI-11033,74,12,Transferencia,2468.73,1
CLI-11034,22,14,,6990.8,0
CLI-11035,42,NaN,Tarjeta,4452.1,0
CLI-11036,60,14,Transferencia,549.93,0
CLI-11037,27,2,Tarjeta,NaN,0
CLI-11038,52,6,Tarjeta,2941.06,1
CLI-11039,21,5,Transferencia,7857.83,0
CLI-11040,,0,Tarjeta,2074.27,1
CLI-11041,27,7,,83.72,1
CLI-11042,20,20,,5592.41,0
CLI-11043,28,20,Transferencia,6707.77,0
CLI-11044,33,14,Transferencia,2196.27,1
CLI-11045,NaN,1,PayPal,7117.24,0
CLI-11046,73,19,Transferencia,5028.05,0
CLI-11047,61,13,,7534.12,1
CLI-11048,54,6,PayPal,7122.7,0
CLI-11049,49,6,Tarjeta,3230.46,1
CLI-11050,42,20,PayPal,4444.32,1
CLI-11051,68,12,Tarjeta,4337.3,0
CLI-11052,54,0,Tarjeta,835.94,0
CLI-11053,51,14,Transferencia,5691.45,1
CLI-11054,43,13,Tarjeta,1085.85,1
CLI-11055,37,8,,7086.92,1
CLI-11056,53,1,,34.31,0
CLI-11057,60,18,PayPal,786.31,1
CLI-11058,54,18,PayPal,5330.69,1
CLI-11059,53,9,PayPal,NaN,0
CLI-11060,,5,Tarjeta,3858.87,1
CLI-11061,73,7,Transferencia,4254.26,1
CLI-11062,73,4,Tarjeta,947.55,1
CLI-11063,44,5,Transferencia,4646.54,0
CLI-11064,68,9,Tarjeta,930.61,1
CLI-11065,46,13,Tarjeta,3623.49,1
CLI-11066,74,6,Transferencia,5242.37,0
CLI-11067,24,9,Tarjeta,7593.62,0
CLI-11068,48,7,Transferencia,4992.05,1
CLI-11069,57,4,Transferencia,1130.68,1
CLI-11070,18,18,PayPal,1116.9,1
CLI-11071,46,3,Tarjeta,1004.9,1
CLI-11072,38,19,Tarjeta,4701.96,0
CLI-11073,26,2,Transferencia,1717.32,0
CLI-11074,66,16,PayPal,3594.63,1
CLI-11075,34,20,Tarjeta,1578.41,1
CLI-11076,50,2,Tarjeta,6524.29,0
CLI-11077,29,11,Tarjeta,5276.12,1
CLI-11078,56,20,Tarjeta,6522.48,1
CLI-11079,37,2,PayPal,NaN,1
CLI-11080,38,19,PayPal,398.51,0
CLI-11081,80,15,Transferencia,3406.72,1
CLI-11082,80,4,Tarjeta,-65.45,0
CLI-11083,62,17,Transferencia,5591.14,1
CLI-11084,30,16,Tarjeta,7918.22,0
CLI-11085,48,1,Transferencia,5802.99,1
CLI-11086,28,1,PayPal,2084.35,1
CLI-11087,47,3,PayPal,6090.4,0
CLI-11088,-5,14,PayPal,3456.63,1
CLI-11089,56,17,PayPal,,1
CLI-11090,22,14,Transferencia,7017.43,1
CLI-11091,29,18,Transferencia,3895.45,1
CLI-11092,58,3,Tarjeta,730.71,0
CLI-11093,50,1,Tarjeta,481.67,0
CLI-11094,73,7,PayPal,1218.79,0
CLI-11095,34,3,PayPal,7354.21,1
CLI-11096,59,4,PayPal,6011.26,1
CLI-11097,62,0,Tarjeta,NaN,1
CLI-11098,76,15,Transferencia,4490.62,1
CLI-11099,38,6,Transferencia,382.47,1
CLI-11100,31,20,Tarjeta,,0
CLI-11101,NaN,7,PayPal,271.73,0
CLI-11102,27,4,Transferencia,3933.22,1
CLI-11103,65,5,Transferencia,4616.48,1
CLI-11104,63,8,PayPal,3831.66,1
CLI-11105,65,16,Tarjeta,5415.55,1
CLI-11106,60,2,Tarjeta,100.77,0
CLI-11107,52,3,PayPal,7172.33,0
CLI-11108,38,14,PayPal,3306.96,1
CLI-11109,70,14,Tarjeta,3482.23,0
CLI-11110,51,8,Transferencia,2058.78,0
CLI-11111,190,19,Transferencia,1760.47,1
CLI-11112,42,7,Transferencia,1538.01,1
CLI-11113,43,17,Tarjeta,2823.93,0
CLI-11114,28,4,Tarjeta,6237.49,1
CLI-11115,33,0,PayPal,5406.07,1
CLI-11116,30,12,Tarjeta,4111.71,0
CLI-11117,190,16,PayPal,3899.36,0
CLI-11118,54,,Transferencia,6270.8,1
CLI-11119,35,9,Tarjeta,5702.2,0
CLI-11120,48,15,Tarjeta,7503.78,1
CLI-11121,52,5,PayPal,3821.26,0
CLI-11122,41,,Transferencia,NaN,0
CLI-11123,59,15,Tarjeta,6811.06,0
CLI-11124,62,4,Transferencia,1115.96,1
CLI-11125,39,17,PayPal,4344.37,1
CLI-11126,18,6,Tarjeta,,0
CLI-11127,42,14,PayPal,2682.91,1
CLI-11128,74,14,Transferencia,3725.0,1
CLI-11129,44,13,,793.05,1
CLI-11130,79,9,Transferencia,6644.98,0
CLI-11131,37,12,Tarjeta,2813.07,1
CLI-11132,68,16,Transferencia,4485.75,1
CLI-11133,39,15,Transferencia,NaN,1
CLI-11134,40,11,PayPal,5735.91,0
CLI-11135,61,17,Tarjeta,3698.37,0
CLI-11136,28,16,Transferencia,NaN,1
CLI-11137,,9,PayPal,385.15,1
CLI-11138,64,18,PayPal,1923.37,1
CLI-11139,71,18,PayPal,1064.31,0
CLI-11140,46,,PayPal,595.37,1
CLI-11141,39,11,PayPal,3993.02,1
CLI-11142,32,1,Transferencia,7096.88,0
CLI-11143,71,17,PayPal,7786.11,0
CLI-11144,52,3,PayPal,3185.49,1
CLI-11145,20,20,PayPal,2494.39,1
CLI-11146,59,1,Transferencia,6290.72,0
CLI-11147,77,13,Tarjeta,7838.44,0
CLI-11148,71,9,Tarjeta,763.41,1
CLI-11149,,3,Transferencia,7575.77,0
CLI-11150,64,8,PayPal,6554.34,1
CLI-11151,53,20,Tarjeta,6070.69,0
CLI-11152,59,18,Tarjeta,7088.21,0
CLI-11153,58,8,PayPal,2935.67,0
CLI-11154,67,20,Tarjeta,762.42,0
CLI-11155,24,0,Transferencia,849.16,0
CLI-11156,68,2,PayPal,450.9,0
CLI-11157,78,5,Transferencia,839.69,0
CLI-11158,NaN,4,Transferencia,-322.07,1
CLI-11159,63,15,Tarjeta,1859.92,0
CLI-11160,18,10,Tarjeta,793.3,0
CLI-11161,22,1,Tarjeta,770.65,0
CLI-11162,56,14,Transferencia,4494.66,0
CLI-11163,-5,20,PayPal,5521.37,1
CLI-11164,36,2,PayPal,5500.75,1
CLI-11165,68,11,Tarjeta,1023.78,0
CLI-11166,73,12,Tarjeta,6682.11,1
CLI-11167,73,19,Transferencia,4636.72,0
CLI-11168,73,10,Transferencia,4969.77,1
CLI-11169,190,8,Transferencia,NaN,0
CLI-11170,73,10,PayPal,1729.37,1
CLI-11171,34,9,Tarjeta,4389.12,1
CLI-11172,70,5,,7501.35,0
CLI-11173,35,3,Tarjeta,1456.32,1
CLI-11174,33,20,Transferencia,2740.64,1
CLI-11175,46,18,Tarjeta,1227.8,1
CLI-11176,19,7,PayPal,5949.38,1
CLI-11177,46,6,Transferencia,326.15,1
CLI-11178,49,18,,4516.6,0
CLI-11179,-5,17,Transferencia,1524.58,1
CLI-11180,65,2,Transferencia,1051.11,1
CLI-11181,76,13,,-147.86,0
CLI-11182,25,19,,2737.54,0
CLI-11183,33,10,PayPal,3904.43,1
CLI-11184,79,2,Tarjeta,800.87,0
CLI-11185,79,6,Tarjeta,5994.06,1
CLI-11186,44,1,Transferencia,5381.36,1
CLI-11187,52,1,Transferencia,6073.44,0
CLI-11188,59,1,PayPal,4541.81,1
CLI-11189,31,17,Transferencia,1401.89,0
CLI-11190,60,19,Transferencia,4919.51,1
CLI-11191,36,1,Tarjeta,234.39,0
CLI-11192,31,11,Transferencia,4779.81,0
CLI-11193,190,NaN,Transferencia,4721.42,1
CLI-11194,27,0,Tarjeta,787.41,1
CLI-11195,38,,PayPal,1948.11,0
CLI-11196,61,16,Transferencia,1996.29,0
CLI-11197,38,7,Tarjeta,5420.85,1
CLI-11198,42,9,Tarjeta,1409.63,1
CLI-11199,76,18,PayPal,5729.69,0
CLI-11200,68,7,PayPal,1375.37,1
CLI-11201,57,10,Transferencia,1074.15,1
CLI-11202,49,18,Tarjeta,6012.98,1
CLI-11203,20,15,PayPal,6102.58,0
CLI-11204,NaN,8,,2336.17,0
CLI-11205,46,2,Tarjeta,6900.26,1
CLI-11206,22,17,PayPal,4526.68,1
CLI-11207,41,1,,6438.36,1
CLI-11208,76,10,Transferencia,3855.44,0
CLI-11209,43,4,PayPal,5659.03,1
CLI-11210,72,3,Transferencia,4524.21,1
CLI-11211,41,9,Tarjeta,7663.62,0
CLI-11212,51,18,Tarjeta,6426.63,1
CLI-11213,41,0,Transferencia,7557.57,0
CLI-11214,66,16,Tarjeta,5274.9,1
CLI-11215,39,8,Transferencia,4991.52,0
CLI-11216,NaN,6,PayPal,5573.82,1
CLI-11217,34,14,Transferencia,6656.85,1
CLI-11218,33,12,Tarjeta,1644.77,0
CLI-11219,45,2,PayPal,4345.99,1
CLI-11220,29,20,PayPal,NaN,1
CLI-11221,57,2,Tarjeta,3360.33,1
CLI-11222,20,20,Tarjeta,3021.83,0
CLI-11223,23,3,Tarjeta,6649.54,1
CLI-11224,52,4,Tarjeta,1896.69,0
CLI-11225,NaN,18,Tarjeta,400.12,1
CLI-11226,53,12,PayPal,1011.64,1
CLI-11227,66,10,Tarjeta,4734.44,1
CLI-11228,74,10,PayPal,7275.19,1
CLI-11229,57,16,PayPal,6291.93,1
CLI-11230,27,1,PayPal,4844.47,0
CLI-11231,72,8,Transferencia,1381.3,0
CLI-11232,47,20,Transferencia,561.27,0
CLI-11233,51,0,PayPal,2601.98,0
CLI-11234,44,12,Transferencia,6907.92,1
CLI-11235,31,17,Transferencia,7290.16,0
CLI-11236,42,8,Tarjeta,5816.91,0
CLI-11237,19,13,Transferencia,,1
CLI-11238,59,2,PayPal,5908.88,0
CLI-11239,36,7,Transferencia,2576.59,1
CLI-11240,71,8,Tarjeta,5693.03,0
CLI-11241,54,17,Tarjeta,4452.89,1
CLI-11242,21,5,Transferencia,,0
CLI-11243,NaN,17,PayPal,,1
CLI-11244,50,1,Tarjeta,315.78,1
CLI-11245,65,3,PayPal,NaN,1
CLI-11246,47,19,PayPal,2365.42,0
CLI-11247,66,0,PayPal,3895.54,1
CLI-11248,53,1,Transferencia,417.24,1
CLI-11249,43,0,PayPal,1512.72,1
CLI-11250,25,6,Transferencia,4135.62,0
CLI-11251,51,11,PayPal,4876.26,0
CLI-11252,32,11,Tarjeta,5859.3,1
CLI-11253,NaN,1,Tarjeta,,1
CLI-11254,52,5,Transferencia,4981.26,1
CLI-11255,21,12,Tarjeta,3953.12,1
CLI-11256,54,3,Transferencia,7282.97,1
CLI-11257,54,8,Transferencia,1617.1,0
CLI-11258,26,8,PayPal,5585.37,1
CLI-11259,78,10,Tarjeta,NaN,0
CLI-11260,49,10,PayPal,-295.56,1
CLI-11261,24,18,Transferencia,5727.23,1
CLI-11262,71,18,PayPal,7655.46,1
CLI-11263,62,12,Tarjeta,4267.19,0
CLI-11264,NaN,19,PayPal,4412.95,1
CLI-11265,20,6,Transferencia,2229.24,0
CLI-11266,67,16,Transferencia,3072.0,1
CLI-11267,62,19,Transferencia,5831.14,0
CLI-11268,75,10,Tarjeta,2919.06,0
CLI-11269,50,8,PayPal,1414.93,1
CLI-11270,47,16,Transferencia,-236.57,0
CLI-11271,38,15,PayPal,6740.44,0
CLI-11272,52,8,PayPal,6437.48,1
CLI-11273,30,12,Transferencia,5467.33,0
CLI-11274,77,12,PayPal,2970.59,0
CLI-11275,,19,Transferencia,6197.53,1
CLI-11276,0,13,Tarjeta,5575.18,0
CLI-11277,54,0,Tarjeta,637.28,0
CLI-11278,55,1,PayPal,888.73,1
CLI-11279,49,5,PayPal,513.96,1
CLI-11280,NaN,NaN,Transferencia,2605.86,0
CLI-11281,34,16,Transferencia,6971.37,1
CLI-11282,64,17,PayPal,7799.61,1
CLI-11283,29,11,Tarjeta,6211.0,0
CLI-11284,22,6,PayPal,6687.69,0
CLI-11285,22,1,PayPal,3226.29,1
CLI-11286,63,5,Tarjeta,3754.36,1
CLI-11287,,2,PayPal,7081.83,0
CLI-11288,31,7,PayPal,815.41,0
CLI-11289,70,5,PayPal,,1
CLI-11290,60,20,Tarjeta,1940.72,1
CLI-11291,18,18,PayPal,5569.23,0
CLI-11292,54,16,,7429.16,0
CLI-11293,48,4,Transferencia,1768.8,0
CLI-11294,42,15,Tarjeta,4958.86,0
CLI-11295,-5,16,Transferencia,885.94,1
CLI-11296,,NaN,Tarjeta,3879.19,1
CLI-11297,65,7,Tarjeta,2001.66,1
CLI-11298,50,19,PayPal,7992.32,1
CLI-11299,50,6,Transferencia,7141.64,1
CLI-11300,49,5,Tarjeta,7265.94,1
CLI-11301,66,17,Transferencia,7040.26,1
CLI-11302,38,6,Tarjeta,7501.22,1
CLI-11303,NaN,11,PayPal,3142.84,1
CLI-11304,69,0,Transferencia,1970.11,1
CLI-11305,,7,PayPal,4386.31,0
CLI-11306,44,10,PayPal,7122.54,0
CLI-11307,54,5,Transferencia,4461.1,1
CLI-11308,39,,Tarjeta,6747.57,0
CLI-11309,79,7,Transferencia,1084.48,0
CLI-11310,65,18,Tarjeta,515.65,0
CLI-11311,NaN,2,Tarjeta,4093.67,0
CLI-11312,58,17,PayPal,444.91,0
CLI-11313,79,1,PayPal,2300.49,1
CLI-11314,77,11,Tarjeta,829.35,1
CLI-11315,32,10,Tarjeta,3131.55,0
CLI-11316,53,4,PayPal,143.95,1
CLI-11317,26,3,Tarjeta,7370.19,1
CLI-11318,59,,,5096.62,0
CLI-11319,21,7,Transferencia,2664.0,0
CLI-11320,53,19,Transferencia,5132.61,1
CLI-11321,70,3,Transferencia,1306.65,0
CLI-11322,51,18,Transferencia,2563.94,1
CLI-11323,57,14,Transferencia,2185.58,1
CLI-11324,64,17,Tarjeta,4281.66,1
CLI-11325,64,16,Transferencia,1276.89,0
CLI-11326,,16,Transferencia,6315.5,0
CLI-11327,67,15,Transferencia,726.99,0
CLI-11328,73,11,Tarjeta,3587.19,1
CLI-11329,41,11,Transferencia,4804.29,1
CLI-11330,20,18,Transferencia,7353.24,1
CLI-11331,80,5,PayPal,,0
CLI-11332,63,18,Transferencia,2270.22,0
CLI-11333,47,10,PayPal,2973.03,1
CLI-11334,22,4,PayPal,3848.89,0
CLI-11335,18,17,Tarjeta,5187.56,1
CLI-11336,26,14,PayPal,7375.15,0
CLI-11337,35,4,Transferencia,6742.57,0
CLI-11338,47,12,Tarjeta,4919.61,0
CLI-11339,40,10,Tarjeta,5416.21,0
CLI-11340,47,5,Transferencia,,0
CLI-11341,80,6,Tarjeta,4635.39,1
CLI-11342,78,17,Tarjeta,5663.61,0
CLI-11343,73,18,Tarjeta,4361.28,0
CLI-11344,36,13,PayPal,4660.16,1
CLI-11345,19,20,PayPal,4406.66,0
CLI-11346,40,3,PayPal,372.92,0
CLI-11347,24,16,PayPal,6410.28,0
CLI-11348,55,20,Tarjeta,7560.9,0
CLI-11349,79,17,PayPal,5591.89,0
CLI-11350,NaN,18,Transferencia,7133.19,1
CLI-11351,27,1,Transferencia,1748.84,1
CLI-11352,31,9,Transferencia,6910.29,1
CLI-11353,30,9,,6938.41,1
CLI-11354,35,5,Tarjeta,4576.5,0
CLI-11355,26,14,Tarjeta,,0
CLI-11356,79,,Transferencia,1793.18,1
CLI-11357,19,10,Tarjeta,773.13,0
CLI-11358,61,15,PayPal,3033.71,1
CLI-11359,79,5,Tarjeta,,0
CLI-11360,59,7,Transferencia,1843.56,0
CLI-11361,41,9,Transferencia,2589.03,0
CLI-11362,25,12,Transferencia,4445.89,1
CLI-11363,64,2,Transferencia,1303.14,0
CLI-11364,26,9,Tarjeta,1245.4,0
CLI-11365,64,17,Tarjeta,1647.58,1
CLI-11366,37,16,Transferencia,NaN,1
CLI-11367,62,4,PayPal,3255.61,1
CLI-11368,32,1,,115.64,1
CLI-11369,79,18,Transferencia,709.48,1
CLI-11370,22,0,Transferencia,-18.75,1
CLI-11371,62,9,PayPal,2767.48,1
CLI-11372,71,15,PayPal,5551.62,0
CLI-11373,53,8,PayPal,2867.02,1
CLI-11374,74,7,Transferencia,70.24,0
CLI-11375,20,20,Transferencia,1452.61,0
CLI-11376,43,6,Transferencia,121.45,0
CLI-11377,37,18,Tarjeta,5072.46,0
CLI-11378,29,10,Tarjeta,1885.89,1
CLI-11379,34,0,Transferencia,-285.65,1
CLI-11380,51,19,Transferencia,7295.49,1
CLI-11381,40,16,Tarjeta,5821.31,1
CLI-11382,42,7,PayPal,6364.32,0
CLI-11383,79,19,Tarjeta,5992.92,0
CLI-11384,36,8,PayPal,6354.62,0
CLI-11385,21,8,Tarjeta,1623.37,1
CLI-11386,40,5,Transferencia,924.28,1
CLI-11387,39,0,Transferencia,-315.79,1
CLI-11388,79,6,PayPal,7778.55,0
CLI-11389,71,7,Tarjeta,3275.17,0
CLI-11390,74,2,PayPal,898.53,1
CLI-11391,74,20,,3142.68,1
CLI-11392,38,20,,2218.41,0
CLI-11393,29,16,Transferencia,,0
CLI-11394,56,16,PayPal,525.45,1
CLI-11395,44,13,Tarjeta,6482.53,1
CLI-11396,33,6,Tarjeta,7962.73,0
CLI-11397,37,14,Tarjeta,2798.33,1
CLI-11398,,5,Transferencia,42.53,1
CLI-11399,38,14,Transferencia,550.78,0
CLI-11400,40,5,Transferencia,5180.74,1
CLI-11401,30,5,Transferencia,4807.1,0
CLI-11402,40,17,PayPal,6366.58,0
CLI-11403,34,17,PayPal,5458.0,1
CLI-11404,65,15,PayPal,6873.05,0
CLI-11405,43,7,Transferencia,1764.31,0
CLI-11406,44,7,PayPal,3297.45,0
CLI-11407,43,6,Transferencia,3263.17,0
CLI-11408,62,11,PayPal,6002.28,1
CLI-11409,57,2,Tarjeta,3083.45,1
CLI-11410,80,17,PayPal,3926.39,0
CLI-11411,72,2,,2523.65,1
CLI-11412,62,7,Transferencia,5752.09,0
CLI-11413,26,0,PayPal,7817.71,1
CLI-11414,24,2,PayPal,7816.62,0
CLI-11415,42,12,PayPal,1769.2,0
CLI-11416,26,6,PayPal,4663.73,0
CLI-11417,70,7,PayPal,7193.45,1
CLI-11418,78,14,Transferencia,3819.47,0
CLI-11419,28,13,Tarjeta,5661.41,0
CLI-11420,56,15,Transferencia,3304.79,0
CLI-11421,80,11,Tarjeta,3275.26,1
CLI-11422,80,1,Tarjeta,2688.81,1
CLI-11423,65,0,Transferencia,-320.89,1
CLI-11424,35,0,PayPal,6264.33,0
CLI-11425,47,13,Transferencia,342.14,0
CLI-11426,39,9,PayPal,3421.83,0
CLI-11427,80,19,,3702.3,1
CLI-11428,77,11,Transferencia,5588.08,0
CLI-11429,24,8,Tarjeta,7685.6,0
CLI-11430,24,14,Transferencia,3460.91,1
CLI-11431,56,NaN,Transferencia,6360.69,0
CLI-11432,32,13,PayPal,6252.83,1
CLI-11433,-5,15,Transferencia,2190.59,1
CLI-11434,72,15,PayPal,2322.44,0
CLI-11435,47,17,Tarjeta,6050.98,1
CLI-11436,21,20,Transferencia,3406.43,0
CLI-11437,24,7,Transferencia,2524.52,0
CLI-11438,61,9,Transferencia,6848.21,1
CLI-11439,63,16,Transferencia,2024.42,1
CLI-11440,60,8,Tarjeta,1491.85,0
CLI-11441,77,11,PayPal,7984.12,1
CLI-11442,59,15,Tarjeta,3628.38,1
CLI-11443,31,17,Transferencia,2609.58,0
CLI-11444,70,18,Transferencia,1046.99,1
CLI-11445,56,1,Transferencia,2701.3,0
CLI-11446,47,17,Tarjeta,4924.77,0
CLI-11447,40,4,PayPal,3388.38,0
CLI-11448,64,13,PayPal,2333.56,0
CLI-11449,65,18,PayPal,2837.11,0
CLI-11450,70,6,Tarjeta,2021.44,0
CLI-11451,48,15,PayPal,4670.12,1
CLI-11452,75,6,,7858.71,0
CLI-11453,35,16,PayPal,2590.48,0
CLI-11454,64,19,,3953.29,0
CLI-11455,40,7,Tarjeta,540.14,1
CLI-11456,58,18,Tarjeta,7184.42,0
CLI-11457,52,8,PayPal,2704.84,1
CLI-11458,44,0,PayPal,6408.42,0
CLI-11459,58,3,PayPal,6743.37,1
CLI-11460,58,16,PayPal,1914.35,1
CLI-11461,79,17,Tarjeta,6904.56,1
CLI-11462,35,20,PayPal,-415.57,0
CLI-11463,22,4,PayPal,4622.47,1
CLI-11464,34,15,Transferencia,2057.19,0
CLI-11465,65,6,Tarjeta,5376.08,1
CLI-11466,78,0,PayPal,1379.21,1
CLI-11467,,12,PayPal,3265.02,0
CLI-11468,54,1,Tarjeta,3209.45,1
CLI-11469,22,,Transferencia,-320.75,1
CLI-11470,25,,PayPal,820.44,0
CLI-11471,35,0,PayPal,1339.8,1
CLI-11472,35,3,Tarjeta,6856.15,0
CLI-11473,76,17,PayPal,1086.09,0
CLI-11474,62,6,PayPal,2928.04,1
CLI-11475,51,19,,6725.85,0
CLI-11476,21,7,Transferencia,7029.54,1
CLI-11477,23,2,Tarjeta,2839.2,0
CLI-11478,31,0,Transferencia,-491.8,0
CLI-11479,22,4,Transferencia,4144.71,0
CLI-11480,41,17,Transferencia,-32.98,0
CLI-11481,64,8,Transferencia,2896.04,1
CLI-11482,75,20,Transferencia,1064.95,0
CLI-11483,24,12,Transferencia,-457.46,0
CLI-11484,37,11,Tarjeta,1659.93,0
CLI-11485,,16,Tarjeta,NaN,0
CLI-11486,53,11,PayPal,NaN,1
CLI-11487,24,6,PayPal,751.33,1
CLI-11488,59,20,PayPal,7491.9,1
CLI-11489,29,6,Transferencia,1680.41,0
CLI-11490,23,6,Tarjeta,5558.5,1
CLI-11491,40,12,Transferencia,6968.75,0
CLI-11492,71,2,PayPal,1055.49,1
CLI-11493,47,2,Transferencia,6123.8,1
CLI-11494,77,4,PayPal,7173.1,1
CLI-11495,67,14,Tarjeta,1820.01,1
CLI-11496,51,15,,6517.73,1
CLI-11497,45,2,Transferencia,5717.36,0
CLI-11498,69,NaN,Transferencia,6011.04,0
CLI-11499,46,15,Transferencia,6628.97,1
CLI-11500,52,4,Transferencia,6009.81,0
CLI-11501,22,19,Tarjeta,7072.24,0
CLI-11502,56,14,,2339.14,0
CLI-11503,37,7,Transferencia,3468.69,0
CLI-11504,79,11,Tarjeta,1869.75,0
CLI-11505,71,7,,7859.02,0
CLI-11506,39,1,Transferencia,7358.8,0
CLI-11507,48,14,Tarjeta,1387.95,1
CLI-11508,22,4,PayPal,7058.61,1
CLI-11509,73,0,Tarjeta,1622.96,0
CLI-11510,66,7,Tarjeta,1283.84,1
CLI-11511,46,1,Tarjeta,5426.25,1
CLI-11512,50,17,Transferencia,5925.66,0
CLI-11513,29,10,Tarjeta,5111.44,1
CLI-11514,34,16,Transferencia,3945.11,0
CLI-11515,50,15,Transferencia,7613.49,1
CLI-11516,20,3,Transferencia,2488.87,0
CLI-11517,24,8,Tarjeta,7291.4,1
CLI-11518,71,13,Transferencia,1497.34,0
CLI-11519,56,10,PayPal,1677.45,1
