nodo_id,distro_linux,uso_cpu_pct,uso_ram_gb,temperatura_c,fallo_sistema
SRV-12953,CachyOS,35.8,50.0,40.1,1
SRV-12954,Fedora,90.9,,61.1,1
SRV-12955,Ubuntu,42.1,NaN,37.3,1
SRV-12956,Arch,13.2,28.0,NaN,1
SRV-12957,Arch,40.3,38.1,34.7,1
SRV-12958,Fedora,46.0,47.1,68.7,1
SRV-12959,Arch,6.2,23.1,38.9,0
SRV-12960,Arch,32.0,45.9,56.5,0
SRV-12961,Fedora,68.6,24.3,54.9,1
SRV-12962,Fedora,43.7,29.8,68.0,0
SRV-12963,Fedora,62.9,55.2,28.7,0
SRV-12964,Fedora,52.8,43.8,68.5,1
SRV-12965,CachyOS,713.5,44.5,60.4,0
SRV-12966,Arch,67.9,NaN,70.0,0
SRV-12967,Arch,20.4,53.2,89.1,1
SRV-12968,Arch,18.0,32.2,59.6,1
SRV-12969,Ubuntu,7.1,13.1,,0
SRV-12970,Arch,76.7,28.1,40.7,0
SRV-12971,Arch,83.7,15.3,68.3,0
SRV-12972,Fedora,97.5,7.4,45.7,1
SRV-12973,Fedora,56.7,31.9,38.7,1
SRV-12974,Ubuntu,79.6,37.6,48.9,1
SRV-12975,Arch,860.4,4.4,91.5,0
SRV-12976,Ubuntu,82.1,48.0,,1
SRV-12977,CachyOS,11.7,57.2,,1
SRV-12978,Fedora,36.5,23.0,38.1,1
SRV-12979,Ubuntu,37.2,33.7,50.1,0
SRV-12980,Ubuntu,48.7,45.4,36.8,1
SRV-12981,Ubuntu,40.6,20.8,67.8,1
SRV-12982,CachyOS,6.9,6.4,44.4,0
SRV-12983,Arch,,39.9,74.8,1
SRV-12984,Ubuntu,58.0,18.0,35.5,0
SRV-12985,Ubuntu,17.2,10.1,,1
SRV-12986,Ubuntu,682.8,60.7,30.7,1
SRV-12987,Arch,68.2,NaN,49.3,1
SRV-12988,Fedora,60.5,31.5,71.3,1
SRV-12989,Fedora,64.8,18.8,54.4,0
SRV-12990,Fedora,42.2,26.6,69.2,0
SRV-12991,CachyOS,37.3,43.1,NaN,1
SRV-12992,Arch,96.2,NaN,30.7,0
SRV-12993,Arch,48.9,61.5,91.6,0
SRV-12994,CachyOS,94.5,28.4,63.3,0
SRV-12995,Fedora,78.0,57.5,37.4,0
SRV-12996,CachyOS,89.1,10.2,62.1,1
SRV-12997,Fedora,10.3,28.7,54.0,0
SRV-12998,Arch,80.7,37.2,42.5,0
SRV-12999,Fedora,52.4,14.2,63.6,0
SRV-13000,Arch,79.8,55.4,83.1,0
SRV-13001,Ubuntu,88.7,19.9,89.7,0
SRV-13002,CachyOS,9.2,4.9,79.9,0
SRV-13003,Arch,85.9,49.4,52.3,0
SRV-13004,Arch,34.9,49.5,71.3,1
SRV-13005,Ubuntu,74.4,7.2,83.5,1
SRV-13006,Fedora,43.3,53.5,94.8,1
SRV-13007,CachyOS,96.3,56.0,,0
SRV-13008,CachyOS,22.0,8.1,55.1,0
SRV-13009,Arch,16.3,31.8,56.2,1
SRV-13010,Arch,NaN,9.9,54.9,1
SRV-13011,Fedora,48.9,58.0,74.3,1
SRV-13012,Fedora,91.0,46.9,59.5,0
SRV-13013,Fedora,25.7,26.4,59.6,1
SRV-13014,CachyOS,789.6,40.7,56.8,1
SRV-13015,Arch,79.4,61.9,88.6,1
SRV-13016,Fedora,91.8,28.4,91.9,1
SRV-13017,CachyOS,25.8,41.2,52.5,1
SRV-13018,Arch,657.2,33.9,46.7,0
SRV-13019,Fedora,75.4,54.8,32.2,1
SRV-13020,CachyOS,80.8,8.9,64.4,1
SRV-13021,Ubuntu,55.6,23.4,51.2,1
SRV-13022,Fedora,34.9,58.9,62.7,1
SRV-13023,CachyOS,43.5,42.5,204.0,1
SRV-13024,Ubuntu,12.2,44.2,31.2,0
SRV-13025,Fedora,45.8,60.0,86.9,0
SRV-13026,Arch,26.3,35.7,36.7,1
SRV-13027,Fedora,94.3,41.5,82.1,0
SRV-13028,CachyOS,66.9,62.4,57.1,0
SRV-13029,Arch,47.4,28.8,86.9,0
SRV-13030,Fedora,10.7,49.3,29.0,0
SRV-13031,CachyOS,,14.3,87.0,0
SRV-13032,CachyOS,85.0,60.5,49.5,1
SRV-13033,Fedora,620.0,36.8,93.4,1
SRV-13034,Arch,65.2,26.3,59.2,0
SRV-13035,Ubuntu,21.5,28.9,87.0,1
SRV-13036,Ubuntu,43.7,7.1,94.3,0
SRV-13037,Ubuntu,17.8,51.3,93.5,1
SRV-13038,Arch,44.7,54.2,42.3,1
SRV-13039,Ubuntu,18.9,17.3,77.2,1
SRV-13040,Arch,94.0,7.4,72.7,1
SRV-13041,CachyOS,50.6,33.2,91.3,0
SRV-13042,Arch,28.4,1.6,46.2,1
SRV-13043,CachyOS,9.2,2.0,79.3,0
SRV-13044,Ubuntu,9.8,20.5,61.6,1
SRV-13045,Fedora,34.4,10.6,64.9,0
SRV-13046,Ubuntu,85.0,6.7,68.6,1
SRV-13047,Ubuntu,75.9,NaN,43.9,1
SRV-13048,Ubuntu,11.8,22.0,43.4,1
SRV-13049,Arch,67.3,34.0,229.6,0
SRV-13050,Arch,31.2,29.6,83.1,0
SRV-13051,Fedora,62.9,29.3,91.4,1
SRV-13052,Fedora,85.8,23.4,34.3,0
SRV-13053,Fedora,NaN,9.6,37.3,1
SRV-13054,CachyOS,32.9,44.3,48.4,1
SRV-13055,CachyOS,79.7,57.2,94.2,0
SRV-13056,Ubuntu,90.3,21.5,69.5,1
SRV-13057,Ubuntu,81.7,54.6,73.0,0
SRV-13058,Ubuntu,9.1,2.4,91.3,0
SRV-13059,CachyOS,88.9,9.8,79.4,0
SRV-13060,CachyOS,56.8,54.8,42.8,0
SRV-13061,Arch,64.9,61.9,76.2,0
SRV-13062,CachyOS,4.6,6.8,91.2,0
SRV-13063,Ubuntu,96.5,4.0,38.2,1
SRV-13064,Arch,98.0,28.5,53.1,0
SRV-13065,Fedora,4.6,1.3,58.0,1
SRV-13066,CachyOS,2.7,42.1,56.1,0
SRV-13067,Arch,74.3,16.0,35.3,1
SRV-13068,CachyOS,44.8,1.2,92.9,1
SRV-13069,Arch,53.5,6.2,32.3,0
SRV-13070,Arch,28.0,19.8,48.1,1
SRV-13071,Fedora,5.3,28.3,36.3,0
SRV-13072,Ubuntu,67.9,42.9,47.4,0
SRV-13073,Fedora,58.9,48.0,93.5,1
SRV-13074,Arch,63.4,4.4,41.6,0
SRV-13075,Arch,90.5,28.9,41.1,0
SRV-13076,Ubuntu,97.9,43.5,59.3,1
SRV-13077,Fedora,65.0,31.0,59.2,1
SRV-13078,Arch,61.8,39.4,71.4,1
SRV-13079,CachyOS,41.8,,82.6,0
SRV-13080,Ubuntu,74.6,18.5,57.0,0
SRV-13081,CachyOS,75.3,17.6,40.0,0
SRV-13082,CachyOS,97.0,41.0,76.4,0
SRV-13083,Ubuntu,NaN,28.1,94.5,1
SRV-13084,Fedora,6.6,41.3,41.6,0
SRV-13085,CachyOS,15.7,31.7,42.0,1
SRV-13086,Ubuntu,63.2,21.8,51.4,0
SRV-13087,Arch,46.6,20.5,42.5,1
SRV-13088,CachyOS,91.2,21.8,87.1,1
SRV-13089,Arch,92.8,26.1,86.0,0
SRV-13090,Fedora,34.6,2.0,43.4,1
SRV-13091,CachyOS,8.0,39.3,31.9,0
SRV-13092,Ubuntu,45.9,23.2,38.8,0
SRV-13093,CachyOS,23.2,13.7,89.5,0
SRV-13094,,27.5,16.3,75.4,0
SRV-13095,Ubuntu,75.1,49.9,61.7,1
SRV-13096,CachyOS,79.0,14.9,42.7,0
SRV-13097,,16.5,47.6,84.3,1
SRV-13098,Arch,64.9,9.9,28.9,1
SRV-13099,Ubuntu,65.7,27.1,83.1,0
SRV-13100,CachyOS,724.8,48.7,93.0,0
SRV-13101,Ubuntu,58.8,40.5,73.6,1
SRV-13102,Fedora,71.9,54.7,88.2,0
SRV-13103,Fedora,NaN,37.7,83.3,0
SRV-13104,Arch,,51.0,93.4,0
SRV-13105,CachyOS,16.8,21.5,30.9,0
SRV-13106,CachyOS,92.3,28.4,28.4,1
SRV-13107,Arch,39.3,45.1,34.2,0
SRV-13108,Ubuntu,20.7,20.5,90.9,0
SRV-13109,Fedora,37.1,34.5,50.2,0
SRV-13110,Arch,74.8,54.0,39.4,1
SRV-13111,Ubuntu,785.7,32.8,NaN,1
SRV-13112,Arch,89.4,38.5,NaN,1
SRV-13113,CachyOS,NaN,10.7,55.4,1
SRV-13114,Arch,58.3,NaN,76.6,1
SRV-13115,Fedora,,,76.4,1
SRV-13116,CachyOS,NaN,59.5,49.9,1
SRV-13117,Arch,87.0,17.4,73.2,0
SRV-13118,Fedora,57.0,42.6,77.9,1
SRV-13119,CachyOS,27.2,23.9,61.3,0
SRV-13120,Arch,45.7,1.1,46.9,0
SRV-13121,Ubuntu,72.4,44.5,89.6,1
SRV-13122,Arch,60.9,16.8,28.5,1
SRV-13123,Arch,2.1,1.9,93.2,0
SRV-13124,CachyOS,23.7,36.2,423.5,0
SRV-13125,Fedora,33.8,22.4,87.5,1
SRV-13126,CachyOS,18.7,61.5,32.9,1
SRV-13127,Arch,NaN,40.2,45.7,0
SRV-13128,CachyOS,63.7,15.9,29.8,0
SRV-13129,Ubuntu,17.0,62.0,38.7,0
SRV-13130,Fedora,89.2,42.8,34.6,1
SRV-13131,Ubuntu,79.3,58.7,68.1,1
SRV-13132,Fedora,505.5,60.0,34.1,0
SRV-13133,Arch,41.8,42.6,435.9,0
SRV-13134,Fedora,73.7,35.0,79.0,1
SRV-13135,Ubuntu,6.7,28.8,86.1,1
SRV-13136,Ubuntu,67.2,25.2,73.5,1
SRV-13137,CachyOS,12.4,55.8,48.5,1
SRV-13138,Fedora,3.4,11.1,79.3,0
SRV-13139,Ubuntu,95.6,11.8,79.5,0
SRV-13140,Fedora,,56.5,53.8,0
SRV-13141,Ubuntu,61.8,49.2,53.1,1
SRV-13142,CachyOS,6.4,38.8,34.1,1
SRV-13143,Ubuntu,74.6,40.0,37.2,0
SRV-13144,Fedora,35.7,6.5,83.3,1
SRV-13145,Arch,52.4,12.3,80.0,1
SRV-13146,Arch,44.0,16.4,54.4,0
SRV-13147,Fedora,,29.6,55.4,1
SRV-13148,Arch,6.6,6.7,93.9,0
SRV-13149,Ubuntu,41.0,45.2,67.5,1
SRV-13150,Fedora,89.7,50.7,66.8,1
SRV-13151,CachyOS,83.0,29.5,83.3,1
SRV-13152,Ubuntu,22.7,55.8,48.3,0
SRV-13153,Arch,95.0,38.9,39.6,0
SRV-13154,Fedora,76.6,5.5,86.4,1
SRV-13155,Fedora,42.2,56.7,76.6,1
SRV-13156,Fedora,745.7,30.2,67.2,1
SRV-13157,Arch,40.3,12.1,NaN,1
SRV-13158,CachyOS,50.4,54.3,50.2,1
SRV-13159,Ubuntu,15.8,9.3,61.1,1
SRV-13160,Arch,93.2,24.5,87.4,1
SRV-13161,Arch,50.7,43.3,93.9,0
SRV-13162,CachyOS,25.7,52.6,89.4,0
SRV-13163,Fedora,27.6,16.8,56.7,0
SRV-13164,Arch,20.0,20.5,83.9,0
SRV-13165,Ubuntu,41.1,36.0,91.9,1
SRV-13166,Arch,28.1,2.7,58.0,1
SRV-13167,Fedora,91.6,23.4,82.2,1
SRV-13168,Arch,63.4,43.5,31.9,1
SRV-13169,CachyOS,33.6,47.6,92.1,0
SRV-13170,Ubuntu,53.0,48.5,38.6,1
SRV-13171,Arch,29.2,29.5,47.2,1
SRV-13172,Arch,82.1,10.4,47.3,0
SRV-13173,Arch,86.8,49.3,75.8,0
SRV-13174,CachyOS,95.9,47.7,91.6,1
SRV-13175,Arch,74.5,58.2,53.9,1
SRV-13176,CachyOS,45.8,2.9,80.1,1
SRV-13177,Arch,6.0,58.9,87.8,0
SRV-13178,CachyOS,11.8,42.1,71.6,1
SRV-13179,CachyOS,59.3,21.5,61.9,1
SRV-13180,CachyOS,22.8,62.2,NaN,0
SRV-13181,Fedora,773.6,54.9,41.7,1
SRV-13182,CachyOS,31.6,53.1,92.4,0
SRV-13183,,65.4,60.0,58.2,0
SRV-13184,CachyOS,74.0,12.1,76.8,0
SRV-13185,Arch,13.2,10.3,92.5,1
SRV-13186,CachyOS,527.2,54.0,214.3,1
SRV-13187,Fedora,58.5,33.6,47.3,1
SRV-13188,Arch,27.9,56.4,36.0,1
SRV-13189,Ubuntu,60.0,35.5,34.1,1
SRV-13190,Arch,77.5,33.4,45.8,0
SRV-13191,Ubuntu,83.9,,35.2,0
SRV-13192,Fedora,96.0,59.9,30.8,1
SRV-13193,Ubuntu,15.8,28.1,81.6,1
SRV-13194,Ubuntu,63.1,9.7,89.2,1
SRV-13195,CachyOS,69.6,31.5,94.9,0
SRV-13196,Fedora,46.6,50.0,NaN,1
SRV-13197,Fedora,55.5,35.2,74.1,0
SRV-13198,CachyOS,23.1,37.5,79.6,0
SRV-13199,CachyOS,,13.9,89.2,0
SRV-13200,Arch,74.7,43.2,60.7,0
SRV-13201,Ubuntu,86.0,,49.2,1
SRV-13202,Ubuntu,73.5,31.7,46.4,1
SRV-13203,Arch,95.7,21.2,,0
SRV-13204,CachyOS,75.4,6.1,51.9,0
SRV-13205,CachyOS,95.5,32.5,78.8,0
SRV-13206,Fedora,48.8,40.7,64.6,0
SRV-13207,Arch,23.2,3.6,53.8,0
SRV-13208,Fedora,61.5,14.9,85.4,0
SRV-13209,Ubuntu,837.6,8.5,34.0,0
SRV-13210,Ubuntu,55.0,11.1,85.2,0
SRV-13211,Ubuntu,96.0,1.1,55.0,1
SRV-13212,CachyOS,57.5,30.5,93.5,1
SRV-13213,Arch,95.6,3.0,52.5,1
SRV-13214,CachyOS,8.7,7.1,28.0,1
SRV-13215,CachyOS,24.7,NaN,63.2,0
SRV-13216,Fedora,37.2,6.7,28.0,1
SRV-13217,Ubuntu,50.1,46.6,92.3,0
SRV-13218,CachyOS,88.9,25.1,NaN,1
SRV-13219,CachyOS,37.1,62.2,37.4,0
SRV-13220,Ubuntu,12.0,32.3,49.6,1
SRV-13221,Arch,63.4,51.6,40.2,0
SRV-13222,Fedora,55.9,26.2,39.2,0
SRV-13223,Fedora,67.0,46.0,37.1,0
SRV-13224,Ubuntu,85.3,46.9,61.2,1
SRV-13225,CachyOS,43.3,36.0,78.0,0
SRV-13226,Arch,62.6,27.6,71.5,0
SRV-13227,Fedora,35.6,NaN,30.0,0
SRV-13228,Fedora,56.2,29.4,29.5,0
SRV-13229,Fedora,37.3,13.6,89.6,0
SRV-13230,Ubuntu,41.1,15.3,31.6,1
SRV-13231,Arch,8.3,,34.7,1
SRV-13232,Fedora,40.0,46.8,80.0,1
SRV-13233,Fedora,22.0,35.5,62.0,1
SRV-13234,Fedora,12.0,20.4,32.2,1
SRV-13235,CachyOS,79.6,28.9,43.8,0
SRV-13236,Ubuntu,36.5,9.3,55.3,1
SRV-13237,Ubuntu,47.0,41.8,32.7,0
SRV-13238,CachyOS,43.1,NaN,32.4,0
SRV-13239,CachyOS,14.9,58.6,37.6,0
SRV-13240,Fedora,67.3,38.1,78.8,1
SRV-13241,Ubuntu,NaN,56.6,75.7,0
SRV-13242,CachyOS,64.2,43.0,33.5,1
SRV-13243,Fedora,12.3,37.9,78.0,0
SRV-13244,Fedora,30.8,43.3,44.2,0
SRV-13245,Ubuntu,576.4,6.9,80.3,0
SRV-13246,CachyOS,11.8,14.5,51.2,0
SRV-13247,Fedora,68.7,31.7,59.9,0
SRV-13248,Fedora,30.7,56.1,54.9,0
SRV-13249,Fedora,21.7,43.1,36.6,1
SRV-13250,Ubuntu,54.9,52.1,40.2,1
SRV-13251,Arch,49.2,21.2,45.8,1
SRV-13252,Fedora,NaN,26.1,42.6,1
SRV-13253,,32.1,41.4,80.2,1
SRV-13254,Arch,38.4,4.7,62.2,1
SRV-13255,Fedora,59.9,27.9,69.0,0
SRV-13256,CachyOS,14.5,11.0,61.4,1
SRV-13257,CachyOS,33.1,29.6,39.4,1
SRV-13258,Fedora,34.8,9.5,67.1,1
SRV-13259,CachyOS,78.6,57.9,90.0,0
SRV-13260,CachyOS,81.9,5.5,37.8,0
SRV-13261,Arch,97.3,30.8,88.4,1
SRV-13262,Fedora,54.0,57.1,37.8,0
SRV-13263,Arch,52.4,4.4,31.7,1
SRV-13264,Fedora,86.0,24.5,73.3,0
SRV-13265,Fedora,66.5,26.1,91.5,0
SRV-13266,CachyOS,80.0,1.3,71.3,1
SRV-13267,Ubuntu,75.9,44.9,65.6,0
SRV-13268,CachyOS,14.1,40.7,48.3,1
SRV-13269,Ubuntu,58.4,40.2,79.2,1
SRV-13270,Arch,41.8,30.4,82.9,1
SRV-13271,Ubuntu,31.5,54.5,88.8,1
SRV-13272,Arch,92.9,18.8,70.3,1
SRV-13273,Fedora,53.1,23.4,76.0,0
SRV-13274,CachyOS,62.5,25.9,46.5,1
SRV-13275,Ubuntu,55.9,61.1,41.4,0
SRV-13276,Arch,43.5,30.3,495.1,1
SRV-13277,Arch,36.6,47.1,35.1,0
SRV-13278,Arch,779.3,34.2,49.5,0
SRV-13279,CachyOS,63.4,8.5,66.3,1
SRV-13280,Ubuntu,31.7,18.6,37.2,1
SRV-13281,Arch,54.2,39.0,66.9,0
SRV-13282,Arch,29.4,26.2,54.2,0
SRV-13283,Fedora,44.3,6.5,67.9,1
SRV-13284,CachyOS,4.7,41.4,69.8,1
SRV-13285,Ubuntu,17.0,58.3,38.8,1
SRV-13286,CachyOS,57.0,20.8,77.8,0
SRV-13287,Arch,39.2,27.9,62.8,0
SRV-13288,CachyOS,48.9,55.8,45.9,1
SRV-13289,Arch,53.0,9.3,70.1,1
SRV-13290,Fedora,799.4,33.0,50.8,0
SRV-13291,CachyOS,19.5,40.0,75.5,0
SRV-13292,Arch,17.1,20.6,30.7,0
SRV-13293,Ubuntu,68.1,42.1,63.6,1
SRV-13294,Fedora,11.2,36.4,47.8,1
SRV-13295,CachyOS,42.9,8.7,82.5,0
SRV-13296,Arch,28.0,50.2,326.7,1
SRV-13297,Arch,29.3,16.5,40.1,0
SRV-13298,CachyOS,91.6,34.7,49.3,0
SRV-13299,Arch,8.4,23.4,91.9,1
SRV-13300,Arch,93.8,61.3,35.2,0
SRV-13301,Arch,69.5,14.0,55.0,1
SRV-13302,Arch,94.1,11.3,64.2,1
SRV-13303,Fedora,22.1,15.6,72.4,0
SRV-13304,Arch,57.2,22.2,69.3,1
SRV-13305,CachyOS,20.3,39.5,53.4,1
SRV-13306,Fedora,23.4,23.6,66.8,1
SRV-13307,Fedora,34.0,64.0,76.0,1
SRV-13308,Ubuntu,7.9,29.4,86.3,1
SRV-13309,CachyOS,27.8,7.2,28.5,1
SRV-13310,CachyOS,68.4,50.2,28.5,1
SRV-13311,Ubuntu,91.7,33.4,58.8,1
SRV-13312,Fedora,16.8,63.3,35.3,1
SRV-13313,Ubuntu,72.0,5.5,219.3,1
SRV-13314,Arch,9.2,6.6,49.6,1
SRV-13315,Ubuntu,77.4,17.5,64.4,0
SRV-13316,Arch,96.3,NaN,70.7,0
SRV-13317,Ubuntu,79.0,4.5,92.3,1
SRV-13318,Arch,71.9,36.5,91.4,1
SRV-13319,Arch,789.6,38.9,61.2,1
SRV-13320,CachyOS,23.7,42.1,81.6,1
SRV-13321,Ubuntu,65.9,26.4,34.1,1
SRV-13322,Fedora,53.3,18.3,47.4,0
SRV-13323,Fedora,87.6,9.9,94.0,0
SRV-13324,Ubuntu,92.0,27.7,53.4,1
SRV-13325,Arch,29.4,21.7,54.9,1
SRV-13326,Fedora,758.8,38.7,94.5,1
SRV-13327,Arch,66.7,29.2,74.0,1
SRV-13328,Ubuntu,12.9,61.6,54.1,0
SRV-13329,Ubuntu,11.1,25.9,85.5,0
SRV-13330,Fedora,87.5,40.4,39.5,0
SRV-13331,Fedora,86.2,11.1,94.0,0
SRV-13332,Ubuntu,62.2,36.5,38.1,1
SRV-13333,CachyOS,20.0,53.8,80.4,0
SRV-13334,Ubuntu,82.5,6.2,60.5,0
SRV-13335,Fedora,95.2,9.6,461.9,0
SRV-13336,CachyOS,28.5,23.8,84.6,1
SRV-13337,Fedora,42.2,17.2,92.6,0
SRV-13338,Arch,65.2,45.8,54.7,1
SRV-13339,Ubuntu,28.0,13.1,68.4,1
SRV-13340,Fedora,93.5,35.0,88.2,1
SRV-13341,Fedora,66.3,8.6,64.7,1
SRV-13342,Arch,74.1,34.1,67.5,1
SRV-13343,Ubuntu,91.8,18.0,45.7,1
SRV-13344,Ubuntu,25.3,,78.5,1
SRV-13345,CachyOS,96.3,62.3,55.1,1
SRV-13346,Fedora,45.7,49.7,45.3,0
SRV-13347,Arch,86.1,45.6,32.0,1
SRV-13348,Ubuntu,78.8,20.0,83.3,0
SRV-13349,Fedora,97.7,63.7,41.5,1
SRV-13350,Ubuntu,10.5,39.2,64.6,0
SRV-13351,Arch,37.6,47.4,80.9,1
SRV-13352,Ubuntu,3.0,1.2,,1
SRV-13353,Ubuntu,85.4,34.8,43.8,1
SRV-13354,Arch,87.0,18.7,38.2,0
SRV-13355,Arch,67.7,43.4,46.1,1
SRV-13356,CachyOS,84.4,28.8,68.5,0
SRV-13357,Arch,3.9,50.5,76.6,0
SRV-13358,Ubuntu,86.0,36.6,45.8,0
SRV-13359,Fedora,80.3,62.6,64.7,0
SRV-13360,CachyOS,79.2,21.6,84.8,0
SRV-13361,Ubuntu,95.5,50.2,84.4,1
SRV-13362,Ubuntu,34.5,29.2,46.2,0
SRV-13363,Fedora,66.5,62.2,80.0,1
SRV-13364,Fedora,19.8,60.5,29.9,1
SRV-13365,Fedora,23.8,42.6,88.0,0
SRV-13366,Fedora,75.8,39.8,57.9,1
SRV-13367,Ubuntu,57.0,18.1,71.4,0
SRV-13368,Ubuntu,45.3,27.1,52.4,0
SRV-13369,Arch,NaN,28.8,36.6,1
SRV-13370,CachyOS,552.9,58.1,41.2,1
SRV-13371,Arch,79.0,15.1,58.5,1
SRV-13372,Fedora,61.9,62.0,89.1,0
SRV-13373,Fedora,18.1,33.5,57.2,1
SRV-13374,CachyOS,48.3,24.4,66.3,0
SRV-13375,Fedora,50.2,61.3,34.7,1
SRV-13376,Fedora,65.9,58.7,50.8,0
SRV-13377,Fedora,833.4,51.8,74.2,0
SRV-13378,Ubuntu,53.1,57.3,60.5,0
SRV-13379,CachyOS,NaN,13.0,41.3,0
SRV-13380,Ubuntu,85.0,60.4,71.5,1
SRV-13381,Ubuntu,31.1,NaN,65.9,1
SRV-13382,CachyOS,61.8,31.1,42.1,0
SRV-13383,CachyOS,860.7,55.5,56.1,0
SRV-13384,Ubuntu,679.1,56.2,49.4,1
SRV-13385,Fedora,85.2,3.7,72.4,0
SRV-13386,Arch,67.0,57.2,73.5,1
SRV-13387,Fedora,39.8,33.4,42.3,1
SRV-13388,Fedora,88.6,22.4,59.7,1
SRV-13389,Arch,86.2,59.7,76.9,0
SRV-13390,CachyOS,63.8,4.7,72.9,1
SRV-13391,CachyOS,45.1,56.8,31.6,1
SRV-13392,Arch,24.8,NaN,74.8,0
SRV-13393,CachyOS,3.1,51.6,93.4,0
SRV-13394,Fedora,70.3,21.3,40.3,0
SRV-13395,CachyOS,48.5,44.6,62.2,1
SRV-13396,Ubuntu,18.5,49.0,75.5,1
SRV-13397,CachyOS,19.7,,38.7,0
SRV-13398,Ubuntu,NaN,37.0,29.3,0
SRV-13399,Arch,84.6,28.4,62.4,0
SRV-13400,Ubuntu,883.1,37.4,43.3,0
SRV-13401,Ubuntu,36.9,34.4,,0
SRV-13402,Fedora,67.9,1.8,74.4,0
SRV-13403,CachyOS,59.6,9.2,37.1,1
SRV-13404,Arch,76.5,12.6,82.7,1
SRV-13405,Fedora,75.3,48.8,52.6,0
SRV-13406,CachyOS,89.6,NaN,59.5,0
SRV-13407,CachyOS,524.1,20.3,89.4,0
SRV-13408,CachyOS,92.3,38.4,76.7,0
SRV-13409,Arch,63.9,51.7,43.3,0
SRV-13410,Fedora,,6.1,57.7,0
SRV-13411,Fedora,10.3,6.9,72.2,1
SRV-13412,CachyOS,65.9,18.7,64.5,0
SRV-13413,Arch,82.0,29.5,44.8,1
SRV-13414,CachyOS,97.0,,47.7,1
SRV-13415,Ubuntu,43.1,NaN,91.3,0
SRV-13416,Fedora,61.0,25.1,60.8,0
SRV-13417,Arch,44.9,34.5,50.0,1
SRV-13418,Ubuntu,35.1,27.1,72.4,1
SRV-13419,Fedora,74.9,50.5,77.5,1
SRV-13420,CachyOS,72.0,57.8,,0
SRV-13421,Fedora,11.9,44.9,46.4,0
SRV-13422,Ubuntu,NaN,2.0,67.2,0
SRV-13423,CachyOS,805.3,28.9,93.0,1
SRV-13424,Fedora,75.7,46.0,81.0,1
SRV-13425,CachyOS,12.2,38.9,57.5,1
SRV-13426,CachyOS,17.5,22.4,64.7,1
SRV-13427,Fedora,62.8,18.5,57.1,0
SRV-13428,CachyOS,67.0,54.3,94.6,0
SRV-13429,CachyOS,81.3,61.8,61.0,1
SRV-13430,CachyOS,27.5,2.5,52.9,0
SRV-13431,Arch,70.2,61.5,68.3,1
SRV-13432,Ubuntu,85.7,14.7,76.4,0
SRV-13433,CachyOS,NaN,14.3,37.5,0
SRV-13434,Fedora,23.6,53.7,64.9,0
SRV-13435,CachyOS,11.5,46.9,,0
SRV-13436,CachyOS,,26.7,50.9,1
SRV-13437,Arch,NaN,26.7,81.9,0
SRV-13438,CachyOS,63.8,10.1,62.8,1
SRV-13439,Ubuntu,53.5,47.4,56.9,0
SRV-13440,CachyOS,73.1,39.6,45.7,1
SRV-13441,Fedora,54.3,23.5,80.1,0
SRV-13442,CachyOS,79.9,13.2,41.8,1
SRV-13443,Fedora,43.4,9.8,57.5,1
SRV-13444,Ubuntu,60.6,10.8,61.7,0
SRV-13445,CachyOS,51.2,16.4,48.1,1
SRV-13446,Arch,NaN,12.3,60.4,1
SRV-13447,Fedora,94.1,53.5,79.5,1
SRV-13448,Fedora,80.8,40.1,76.4,1
SRV-13449,Fedora,89.6,46.1,29.1,1
SRV-13450,Ubuntu,93.6,54.7,78.5,0
SRV-13451,Ubuntu,22.5,14.3,60.3,0
SRV-13452,CachyOS,23.9,2.6,75.9,1
SRV-13453,Ubuntu,14.6,2.8,35.9,1
SRV-13454,CachyOS,77.8,10.3,80.7,0
SRV-13455,Ubuntu,63.8,43.7,47.4,0
SRV-13456,Ubuntu,703.8,53.2,93.8,1
SRV-13457,Arch,NaN,3.0,74.5,1
SRV-13458,Arch,89.3,49.0,48.3,0
SRV-13459,Arch,89.1,38.1,80.0,1
SRV-13460,Ubuntu,48.7,14.5,41.2,0
SRV-13461,Ubuntu,,2.6,70.8,0
SRV-13462,Ubuntu,10.6,55.0,61.0,0
SRV-13463,Ubuntu,59.0,34.0,49.7,1
SRV-13464,Ubuntu,553.8,NaN,82.2,1
SRV-13465,CachyOS,3.4,2.4,61.9,1
SRV-13466,Ubuntu,64.0,45.5,80.4,1
SRV-13467,Ubuntu,21.0,10.9,40.6,0
SRV-13468,Ubuntu,65.7,12.7,37.5,1
SRV-13469,CachyOS,34.3,20.7,77.4,0
SRV-13470,Ubuntu,2.5,38.8,55.0,0
SRV-13471,CachyOS,877.6,57.3,35.8,0
SRV-13472,Fedora,81.5,32.4,29.1,1
SRV-13473,Fedora,856.4,60.2,57.1,1
SRV-13474,Ubuntu,23.3,7.2,93.7,0
SRV-13475,Ubuntu,76.2,50.5,52.1,0
SRV-13476,CachyOS,35.0,54.5,69.2,1
SRV-13477,Fedora,95.3,14.0,47.0,1
SRV-13478,Ubuntu,55.2,20.0,69.3,0
SRV-13479,CachyOS,51.2,52.3,39.1,0
SRV-13480,Arch,875.0,13.3,51.1,1
SRV-13481,Arch,68.1,52.1,80.4,0
SRV-13482,Ubuntu,92.7,63.9,73.2,1
