aficionado_id,ciudad_sede,costo_vuelo_usd,costo_hotel_usd,dias_estadia,presupuesto_excedido
FAN-10563,Miami,425.94,879.44,9,0
FAN-10564,Monterrey,1645.86,858.96,2,1
FAN-10565,CDMX,2447.69,NaN,3,0
FAN-10566,Monterrey,872.37,452.19,2,1
FAN-10567,Monterrey,2161.85,695.76,5,1
FAN-10568,Miami,1219.67,715.74,14,1
FAN-10569,Miami,496.07,443.08,2,0
FAN-10570,Monterrey,NaN,771.57,5,1
FAN-10571,CDMX,1717.33,604.19,12,0
FAN-10572,Miami,1783.12,428.2,14,1
FAN-10573,CDMX,2176.2,386.74,12,0
FAN-10574,CDMX,535.37,606.04,13,0
FAN-10575,Miami,2436.29,377.09,12,1
FAN-10576,Monterrey,,150.15,11,1
FAN-10577,Miami,1538.17,631.5,4,0
FAN-10578,Monterrey,2098.97,253.46,1,0
FAN-10579,CDMX,1620.88,382.87,,1
FAN-10580,Miami,330.36,689.47,8,0
FAN-10581,Miami,,447.86,8,0
FAN-10582,CDMX,308.62,735.55,2,1
FAN-10583,Monterrey,297.8,320.49,12,0
FAN-10584,CDMX,1855.12,522.41,10,0
FAN-10585,Miami,2348.17,374.06,7,1
FAN-10586,CDMX,1299.28,479.65,8,0
FAN-10587,CDMX,2061.65,519.67,12,0
FAN-10588,Monterrey,1558.0,312.37,4,1
FAN-10589,Monterrey,1241.96,211.78,1,1
FAN-10590,Miami,1875.88,287.04,14,1
FAN-10591,CDMX,987.42,425.71,4,1
FAN-10592,Miami,2448.15,78795.44,10,1
FAN-10593,Miami,731.9,870.31,2,0
FAN-10594,CDMX,654.38,818.85,9,0
FAN-10595,CDMX,1315.11,827.12,14,1
FAN-10596,Monterrey,2470.18,108.59,6,1
FAN-10597,CDMX,586.69,334.6,4,0
FAN-10598,Monterrey,621.53,411.66,10,1
FAN-10599,Miami,1279.8,476.6,11,0
FAN-10600,Miami,1742.16,400.28,1,1
FAN-10601,Monterrey,513.92,667.03,2,1
FAN-10602,Monterrey,853.16,345.31,1,0
FAN-10603,Miami,1443.87,508.07,8,0
FAN-10604,Miami,283.47,552.71,14,1
FAN-10605,Miami,202.93,362.66,4,1
FAN-10606,Monterrey,706.21,85.7,10,1
FAN-10607,CDMX,1764.41,195.16,3,1
FAN-10608,Monterrey,NaN,469.39,5,1
FAN-10609,Monterrey,1611.91,358.34,8,0
FAN-10610,CDMX,1556.07,160.93,14,0
FAN-10611,Monterrey,585.88,445.89,8,1
FAN-10612,Monterrey,1350.12,529.33,3,1
FAN-10613,CDMX,1897.1,562.29,10,0
FAN-10614,Miami,2477.35,726.94,3,0
FAN-10615,CDMX,2382.18,96646.18,9,1
FAN-10616,Monterrey,511.3,82.84,,1
FAN-10617,Miami,2290.28,740.39,2,0
FAN-10618,CDMX,2398.97,89234.93,1,0
FAN-10619,CDMX,1965.11,569.66,3,0
FAN-10620,Miami,NaN,139.73,4,1
FAN-10621,Miami,2333.47,649.02,14,1
FAN-10622,Miami,1897.9,325.42,3,0
FAN-10623,Monterrey,2040.76,897.9,NaN,1
FAN-10624,Miami,1261.85,693.79,1,1
FAN-10625,Monterrey,,717.27,1,1
FAN-10626,Monterrey,NaN,561.53,12,1
FAN-10627,Monterrey,1995.89,832.18,11,0
FAN-10628,CDMX,1071.18,203.88,7,1
FAN-10629,CDMX,825.83,399.13,1,0
FAN-10630,Miami,1023.05,841.81,6,1
FAN-10631,CDMX,1060.71,281.16,3,0
FAN-10632,CDMX,393.03,384.53,5,0
FAN-10633,Monterrey,1511.61,,13,1
FAN-10634,Miami,1992.7,633.23,12,1
FAN-10635,Miami,618.09,403.22,1,1
FAN-10636,Monterrey,970.04,395.37,,1
FAN-10637,Monterrey,1255.91,271.08,3,0
FAN-10638,CDMX,1935.96,230.87,2,0
FAN-10639,Miami,1896.9,252.22,11,0
FAN-10640,CDMX,901.43,538.93,9,1
FAN-10641,Monterrey,1774.79,376.53,14,0
FAN-10642,CDMX,1264.75,110.61,1,0
FAN-10643,CDMX,1020.68,703.2,4,0
FAN-10644,CDMX,1172.82,592.35,13,1
FAN-10645,Miami,1381.8,243.0,2,1
FAN-10646,Monterrey,1807.94,175.21,2,1
FAN-10647,Monterrey,1419.77,582.66,12,1
FAN-10648,Miami,271.41,843.8,6,1
FAN-10649,Miami,232.92,586.68,13,0
FAN-10650,CDMX,512.84,845.97,3,0
FAN-10651,Monterrey,,263.7,10,0
FAN-10652,Monterrey,445.96,301.17,1,1
FAN-10653,Miami,2357.71,125.53,1,1
FAN-10654,Miami,452.35,474.13,13,0
FAN-10655,CDMX,2285.16,372.86,3,0
FAN-10656,Monterrey,2067.54,241.1,4,1
FAN-10657,CDMX,1573.61,773.67,4,0
FAN-10658,Monterrey,1332.15,301.83,7,0
FAN-10659,Monterrey,2488.02,794.69,6,1
FAN-10660,Miami,444.3,580.26,14,1
FAN-10661,Miami,2405.02,375.51,4,0
FAN-10662,Miami,1879.37,149.79,10,0
FAN-10663,CDMX,1445.5,858.88,1,0
FAN-10664,Miami,799.35,476.64,13,1
FAN-10665,Monterrey,621.43,740.27,10,1
FAN-10666,Miami,1241.53,542.39,1,1
FAN-10667,Miami,2323.62,504.72,5,1
FAN-10668,Monterrey,1538.25,350.53,11,1
FAN-10669,Miami,2040.47,194.37,12,1
FAN-10670,Monterrey,160.12,262.43,4,1
FAN-10671,Monterrey,1647.27,641.91,14,0
FAN-10672,Monterrey,1553.05,453.98,4,1
FAN-10673,CDMX,1649.48,831.09,3,0
FAN-10674,Monterrey,760.79,319.52,14,1
FAN-10675,Monterrey,359.65,400.07,NaN,0
FAN-10676,Miami,2284.1,801.04,10,0
FAN-10677,Monterrey,622.43,256.88,3,0
FAN-10678,Miami,514.87,147.92,13,0
FAN-10679,Monterrey,2355.62,548.74,7,0
FAN-10680,CDMX,375.55,349.79,1,1
FAN-10681,Miami,1670.36,347.13,3,1
FAN-10682,Monterrey,2203.44,114.21,6,0
FAN-10683,Monterrey,1718.92,388.53,7,0
FAN-10684,CDMX,866.49,165.63,5,0
FAN-10685,Miami,1069.27,233.44,11,1
FAN-10686,Monterrey,1522.39,,14,1
FAN-10687,Monterrey,1595.29,560.21,11,1
FAN-10688,CDMX,1048.04,331.8,6,0
FAN-10689,Monterrey,685.83,319.15,5,0
FAN-10690,Monterrey,1011.82,103.9,14,0
FAN-10691,Miami,2182.99,234.61,2,0
FAN-10692,CDMX,2086.28,477.37,14,1
FAN-10693,Miami,NaN,859.6,9,0
FAN-10694,Monterrey,1205.09,655.2,10,0
FAN-10695,CDMX,1340.4,381.11,2,1
FAN-10696,CDMX,1148.78,384.39,8,1
FAN-10697,Monterrey,175.5,675.96,6,0
FAN-10698,Monterrey,1563.16,474.65,8,1
FAN-10699,CDMX,1603.73,755.75,14,0
FAN-10700,Monterrey,2264.22,381.53,3,1
FAN-10701,Monterrey,2075.21,198.39,14,1
FAN-10702,Monterrey,2464.72,277.82,2,1
FAN-10703,Monterrey,1848.61,444.12,6,0
FAN-10704,Monterrey,216.84,764.77,3,0
FAN-10705,Monterrey,371.48,500.09,12,0
FAN-10706,Miami,841.6,734.41,2,1
FAN-10707,Monterrey,1803.32,451.82,3,0
FAN-10708,Monterrey,1125.11,759.23,13,1
FAN-10709,CDMX,311.51,411.33,12,0
FAN-10710,Monterrey,2198.72,107.11,1,1
FAN-10711,Monterrey,889.06,446.38,5,0
FAN-10712,CDMX,1873.3,864.88,7,1
FAN-10713,Miami,1655.11,340.62,2,1
FAN-10714,CDMX,772.22,596.34,4,0
FAN-10715,Miami,1689.96,174.23,1,1
FAN-10716,CDMX,920.23,230.07,1,1
FAN-10717,Miami,2244.5,552.06,11,1
FAN-10718,Monterrey,1550.66,403.96,1,1
FAN-10719,CDMX,2117.19,740.02,11,0
FAN-10720,CDMX,1178.67,482.43,1,0
FAN-10721,CDMX,972.96,697.96,8,1
FAN-10722,CDMX,2137.16,189.83,4,0
FAN-10723,CDMX,,845.35,12,0
FAN-10724,Monterrey,460.04,792.03,11,1
FAN-10725,Monterrey,2416.59,755.35,12,1
FAN-10726,Monterrey,192.73,630.3,4,0
FAN-10727,Miami,464.17,57704.43,1,1
FAN-10728,Miami,1696.19,884.81,1,0
FAN-10729,Monterrey,2078.29,487.4,5,0
FAN-10730,CDMX,2338.47,775.15,5,0
FAN-10731,Miami,747.15,365.02,6,0
FAN-10732,Miami,235.28,635.17,12,0
FAN-10733,Miami,1404.71,617.62,14,0
FAN-10734,Miami,2475.47,751.51,6,1
FAN-10735,Miami,1793.17,272.22,6,1
FAN-10736,Monterrey,1279.93,665.08,4,1
FAN-10737,Monterrey,183.01,861.8,13,1
FAN-10738,Monterrey,478.43,565.82,7,0
FAN-10739,CDMX,2128.28,NaN,,0
FAN-10740,Miami,865.44,NaN,11,1
FAN-10741,Monterrey,2207.54,479.09,6,1
FAN-10742,Miami,1638.57,438.56,1,0
FAN-10743,CDMX,2382.97,276.29,9,0
FAN-10744,CDMX,2173.12,709.2,12,0
FAN-10745,Miami,1330.83,883.2,9,1
FAN-10746,Monterrey,520.32,240.89,9,1
FAN-10747,Miami,1092.06,91.7,1,1
FAN-10748,Miami,789.94,487.69,12,1
FAN-10749,Monterrey,2252.04,350.45,11,1
FAN-10750,CDMX,1705.4,623.83,10,0
FAN-10751,Monterrey,331.42,621.49,NaN,1
FAN-10752,Monterrey,210.89,409.73,1,1
FAN-10753,Miami,1028.06,275.01,5,0
FAN-10754,Miami,1138.42,783.73,3,1
FAN-10755,CDMX,1566.37,857.54,12,0
FAN-10756,CDMX,1264.95,767.8,6,1
FAN-10757,Monterrey,153.49,679.55,12,0
FAN-10758,Monterrey,184.48,93.83,11,0
FAN-10759,Monterrey,940.45,375.54,5,0
FAN-10760,Monterrey,1805.95,605.14,11,1
FAN-10761,Miami,1216.24,373.02,6,0
FAN-10762,Miami,163.72,228.12,4,0
FAN-10763,CDMX,751.76,730.03,7,0
FAN-10764,Monterrey,767.62,810.14,4,1
FAN-10765,Miami,971.03,578.15,10,0
FAN-10766,Miami,637.31,429.46,10,1
FAN-10767,Miami,2255.4,281.35,3,1
FAN-10768,CDMX,2088.8,705.36,1,0
FAN-10769,CDMX,2462.54,335.1,2,1
FAN-10770,Monterrey,1681.58,801.42,3,0
FAN-10771,Monterrey,2324.36,568.58,7,0
FAN-10772,Miami,237.15,142.51,5,1
FAN-10773,CDMX,2247.77,147.8,10,0
FAN-10774,Monterrey,1904.6,855.38,1,0
FAN-10775,Miami,261.92,500.48,5,1
FAN-10776,Miami,1809.85,826.66,13,0
FAN-10777,CDMX,600.54,537.98,7,0
FAN-10778,Miami,2443.24,862.87,NaN,0
FAN-10779,CDMX,1998.22,134.98,4,0
FAN-10780,Monterrey,309.83,332.99,13,1
FAN-10781,CDMX,513.32,559.38,11,0
FAN-10782,CDMX,2410.51,817.38,2,0
FAN-10783,Miami,1686.98,809.74,10,0
FAN-10784,Monterrey,1209.31,586.55,8,0
FAN-10785,Miami,218.71,284.2,13,1
FAN-10786,CDMX,1955.64,420.07,11,1
FAN-10787,CDMX,802.6,174.92,14,1
FAN-10788,CDMX,1773.68,828.61,6,0
FAN-10789,Miami,242.53,622.13,4,1
FAN-10790,Monterrey,1514.13,841.36,3,0
FAN-10791,Miami,1650.68,788.84,8,1
FAN-10792,CDMX,707.44,196.46,4,0
FAN-10793,Miami,1574.05,507.56,,0
FAN-10794,Miami,1101.34,808.51,13,0
FAN-10795,Monterrey,1690.96,819.9,10,0
FAN-10796,Miami,1075.59,209.49,14,1
FAN-10797,Monterrey,1186.13,846.55,1,0
FAN-10798,CDMX,1906.99,835.85,10,1
FAN-10799,Miami,2471.24,393.06,11,0
FAN-10800,CDMX,2357.11,302.4,3,1
FAN-10801,Monterrey,2296.68,628.46,4,0
FAN-10802,Monterrey,482.0,617.31,9,0
FAN-10803,Miami,665.29,888.8,4,0
FAN-10804,Miami,2104.46,90.99,8,1
FAN-10805,Miami,464.01,300.05,12,1
FAN-10806,Monterrey,150.8,773.91,1,0
FAN-10807,CDMX,623.48,405.58,4,0
FAN-10808,Miami,881.05,589.53,11,0
FAN-10809,Monterrey,2210.85,697.8,9,0
FAN-10810,CDMX,1867.27,426.7,2,0
FAN-10811,Miami,1565.78,882.19,6,1
FAN-10812,Monterrey,1905.88,782.35,4,0
FAN-10813,Miami,636.25,702.24,1,0
FAN-10814,CDMX,973.62,830.35,4,0
FAN-10815,Miami,2013.41,383.24,5,0
FAN-10816,Miami,882.18,899.41,3,1
FAN-10817,CDMX,1660.44,132.75,2,1
FAN-10818,CDMX,1174.54,730.55,14,1
FAN-10819,Miami,1133.89,477.38,7,1
FAN-10820,Monterrey,1990.8,500.53,1,1
FAN-10821,CDMX,314.37,,8,1
FAN-10822,CDMX,668.51,617.32,6,1
FAN-10823,Miami,1710.32,263.61,9,1
FAN-10824,Miami,NaN,445.05,6,0
FAN-10825,Monterrey,1090.21,744.68,,0
FAN-10826,Miami,1759.21,164.62,13,0
FAN-10827,Miami,461.87,381.8,5,1
FAN-10828,CDMX,2164.17,80.82,14,0
FAN-10829,Miami,2142.3,138.18,12,0
FAN-10830,CDMX,1282.98,541.21,13,1
FAN-10831,Monterrey,2092.63,251.34,14,1
FAN-10832,CDMX,1813.38,75610.26,4,0
FAN-10833,Monterrey,586.06,134.93,6,1
FAN-10834,Monterrey,2450.01,328.49,14,1
FAN-10835,CDMX,1836.26,784.53,2,0
FAN-10836,CDMX,2160.24,890.29,10,1
FAN-10837,Miami,2368.74,513.83,6,1
FAN-10838,Miami,1621.23,398.34,5,1
FAN-10839,CDMX,NaN,238.37,7,1
FAN-10840,Monterrey,1969.4,339.4,2,0
FAN-10841,Miami,843.35,159.86,4,1
FAN-10842,Monterrey,564.88,482.26,2,0
FAN-10843,Monterrey,725.73,569.14,13,0
FAN-10844,Miami,548.22,332.68,13,1
FAN-10845,Miami,2036.5,223.51,2,1
FAN-10846,Miami,870.63,742.29,13,1
FAN-10847,CDMX,1665.05,NaN,3,0
FAN-10848,Monterrey,1957.37,222.45,14,1
FAN-10849,CDMX,1222.16,831.18,NaN,0
FAN-10850,Monterrey,700.85,359.08,11,1
FAN-10851,CDMX,2299.08,155.14,7,1
FAN-10852,Monterrey,659.4,489.24,14,1
FAN-10853,Monterrey,,283.64,7,1
FAN-10854,Miami,907.4,86.5,NaN,1
FAN-10855,Monterrey,584.93,451.22,10,0
FAN-10856,CDMX,2148.83,206.72,1,0
FAN-10857,CDMX,647.35,84.16,9,1
FAN-10858,Miami,2035.53,779.78,1,1
FAN-10859,Miami,216.65,172.93,4,1
FAN-10860,Miami,163.6,423.47,9,1
FAN-10861,Monterrey,2176.26,801.53,6,1
FAN-10862,Miami,1562.64,343.14,3,0
FAN-10863,CDMX,537.72,805.57,7,1
FAN-10864,Monterrey,1396.97,536.64,7,0
FAN-10865,Miami,2254.59,668.06,10,1
FAN-10866,CDMX,348.57,188.38,7,0
FAN-10867,CDMX,1470.98,161.75,5,0
FAN-10868,Monterrey,2410.79,684.39,5,0
FAN-10869,Monterrey,2081.8,NaN,8,1
FAN-10870,Monterrey,1206.97,578.32,8,0
FAN-10871,Monterrey,1874.39,136.28,11,1
FAN-10872,CDMX,1537.16,831.35,10,1
FAN-10873,CDMX,2138.76,238.61,1,1
FAN-10874,CDMX,1807.83,842.17,12,1
FAN-10875,Miami,1581.83,680.69,11,1
FAN-10876,Miami,1492.35,566.55,1,0
FAN-10877,Miami,2238.61,827.01,7,1
FAN-10878,Miami,775.95,178.65,6,0
FAN-10879,Monterrey,1657.3,304.63,7,0
FAN-10880,CDMX,2303.0,874.15,10,0
FAN-10881,CDMX,301.26,141.63,12,1
FAN-10882,CDMX,1251.79,655.31,6,0
FAN-10883,CDMX,1472.57,494.78,13,1
FAN-10884,Miami,832.57,820.81,8,0
FAN-10885,CDMX,1984.49,397.34,13,0
FAN-10886,Miami,2470.36,446.82,10,0
FAN-10887,CDMX,2276.95,165.98,5,0
FAN-10888,CDMX,533.86,889.11,14,0
FAN-10889,Miami,1859.88,406.29,7,1
FAN-10890,Miami,1712.61,242.65,11,1
FAN-10891,Miami,2401.01,NaN,8,0
FAN-10892,CDMX,2411.12,107.27,6,0
FAN-10893,Monterrey,988.59,230.24,2,1
FAN-10894,Miami,NaN,531.62,6,1
FAN-10895,Monterrey,631.9,117.51,9,1
FAN-10896,CDMX,844.27,530.17,12,1
FAN-10897,Miami,1665.74,338.66,10,1
FAN-10898,Miami,2198.93,579.29,11,0
FAN-10899,CDMX,1793.03,470.63,14,1
FAN-10900,CDMX,2387.19,318.12,8,0
FAN-10901,Miami,467.23,428.61,4,1
FAN-10902,Monterrey,705.54,398.9,7,0
FAN-10903,Monterrey,2251.99,73494.82,9,1
FAN-10904,Miami,2362.3,640.66,2,1
FAN-10905,Monterrey,2404.28,691.4,6,0
FAN-10906,Miami,1795.37,564.6,,0
FAN-10907,Monterrey,365.57,252.82,2,1
FAN-10908,Monterrey,207.25,695.53,4,0
FAN-10909,Miami,791.59,241.33,10,0
FAN-10910,Monterrey,2422.73,613.62,14,1
FAN-10911,CDMX,1533.81,581.28,2,1
FAN-10912,Monterrey,341.8,448.58,14,0
FAN-10913,Monterrey,728.51,652.91,3,0
FAN-10914,Monterrey,2491.27,,10,0
FAN-10915,Monterrey,2345.26,547.77,2,0
FAN-10916,Monterrey,198.45,119.94,4,1
FAN-10917,Monterrey,1286.59,416.21,12,0
FAN-10918,CDMX,1448.36,437.87,12,1
FAN-10919,Miami,1826.73,307.72,1,0
FAN-10920,Monterrey,959.92,172.28,11,1
FAN-10921,CDMX,1452.67,848.7,10,1
FAN-10922,Monterrey,1269.44,436.31,9,1
FAN-10923,CDMX,666.63,93.45,1,0
FAN-10924,Miami,648.23,236.9,9,0
FAN-10925,Miami,2382.98,598.0,9,1
FAN-10926,Miami,592.43,303.82,8,1
FAN-10927,Miami,1124.98,628.66,10,0
FAN-10928,CDMX,1652.36,95.47,2,1
FAN-10929,CDMX,1867.05,441.38,8,1
FAN-10930,Miami,633.53,146.31,2,1
FAN-10931,Miami,1598.49,160.95,9,0
FAN-10932,CDMX,1820.56,504.73,5,0
FAN-10933,Monterrey,182.55,647.29,1,1
FAN-10934,Monterrey,675.23,427.84,4,1
FAN-10935,Miami,235.11,464.54,7,1
FAN-10936,Miami,1353.45,70085.27,14,1
FAN-10937,Monterrey,831.56,NaN,7,1
FAN-10938,CDMX,1533.24,192.45,3,0
FAN-10939,Monterrey,1934.57,320.85,6,0
FAN-10940,Monterrey,2499.22,642.09,3,1
FAN-10941,CDMX,390.15,664.42,1,1
FAN-10942,Monterrey,865.81,NaN,13,1
FAN-10943,Monterrey,1273.14,863.93,3,1
FAN-10944,Miami,1120.18,307.21,7,0
FAN-10945,CDMX,258.07,218.67,,0
FAN-10946,Miami,1051.62,802.89,9,1
FAN-10947,CDMX,719.25,620.43,12,0
FAN-10948,Monterrey,206.88,419.56,7,0
FAN-10949,Monterrey,1570.07,218.57,10,1
FAN-10950,CDMX,1795.54,237.18,13,0
FAN-10951,Miami,1735.57,444.81,1,1
FAN-10952,Miami,2087.37,432.46,5,0
FAN-10953,Monterrey,1587.08,581.76,1,1
FAN-10954,Miami,448.89,389.82,8,0
FAN-10955,Miami,166.67,450.96,5,1
FAN-10956,Miami,1029.18,659.35,5,1
FAN-10957,CDMX,821.52,889.85,13,1
FAN-10958,Miami,2348.87,631.04,4,0
FAN-10959,Monterrey,1080.93,386.33,12,1
FAN-10960,Monterrey,945.31,876.9,13,1
FAN-10961,Monterrey,629.84,787.41,9,1
FAN-10962,Monterrey,814.34,196.67,10,1
FAN-10963,CDMX,1574.05,633.23,5,0
FAN-10964,Miami,1726.21,552.49,11,1
FAN-10965,CDMX,1245.51,564.36,13,0
FAN-10966,Miami,577.25,310.22,10,0
FAN-10967,Miami,,343.81,9,0
FAN-10968,CDMX,618.88,260.7,11,0
FAN-10969,Miami,488.63,750.21,7,0
FAN-10970,CDMX,NaN,162.85,11,0
FAN-10971,Miami,644.22,376.92,11,1
FAN-10972,CDMX,1863.98,263.21,7,0
FAN-10973,Miami,1670.57,97815.56,13,1
FAN-10974,CDMX,216.35,414.05,7,1
FAN-10975,CDMX,1235.53,494.03,12,1
FAN-10976,CDMX,1781.87,352.09,9,0
FAN-10977,Monterrey,2065.45,207.87,13,1
FAN-10978,CDMX,699.49,841.62,11,0
FAN-10979,Monterrey,1630.9,620.29,6,1
FAN-10980,Monterrey,1796.38,472.12,11,0
FAN-10981,Monterrey,603.11,93.08,8,1
FAN-10982,Miami,1130.07,623.65,14,1
FAN-10983,Miami,598.17,223.68,9,0
FAN-10984,CDMX,1784.14,630.92,8,0
FAN-10985,CDMX,612.09,110.17,3,0
FAN-10986,Miami,2037.95,541.91,2,0
FAN-10987,Monterrey,,151.17,8,0
FAN-10988,Monterrey,1682.29,232.68,12,0
FAN-10989,Monterrey,171.54,320.65,11,1
FAN-10990,Monterrey,1440.99,533.43,4,1
FAN-10991,Monterrey,1762.55,579.05,7,0
FAN-10992,Monterrey,2329.77,212.67,4,1
FAN-10993,Miami,1224.76,532.95,13,0
FAN-10994,Miami,1899.48,364.36,8,1
FAN-10995,Miami,926.62,829.62,10,1
FAN-10996,Monterrey,539.79,302.91,5,0
FAN-10997,Monterrey,2398.07,425.58,5,0
FAN-10998,CDMX,197.65,,7,1
FAN-10999,CDMX,1687.54,175.93,1,1
FAN-11000,Miami,2164.01,308.12,12,1
FAN-11001,Monterrey,579.99,406.6,,0
FAN-11002,Monterrey,162.09,615.01,2,1
FAN-11003,Monterrey,1869.64,266.61,12,0
FAN-11004,Monterrey,262.21,607.75,11,0
FAN-11005,Monterrey,1630.22,291.63,13,0
FAN-11006,Miami,1441.47,703.28,1,1
FAN-11007,Miami,1068.19,721.7,12,0
FAN-11008,Monterrey,165.36,,2,0
FAN-11009,CDMX,1611.96,169.5,1,0
FAN-11010,Miami,1078.03,885.91,2,0
FAN-11011,CDMX,NaN,624.54,NaN,1
FAN-11012,CDMX,1229.56,817.6,14,1
FAN-11013,Miami,,329.57,8,0
FAN-11014,Monterrey,441.61,360.66,3,0
FAN-11015,CDMX,1623.72,227.21,14,0
FAN-11016,Miami,184.94,243.38,1,0
FAN-11017,Miami,1167.57,241.71,,1
FAN-11018,CDMX,867.73,306.7,4,0
FAN-11019,Miami,,281.5,11,1
FAN-11020,Miami,1993.83,89887.8,12,0
FAN-11021,Monterrey,2478.4,86828.68,4,1
FAN-11022,Monterrey,339.15,165.47,1,1
FAN-11023,Miami,1642.55,384.36,11,1
FAN-11024,Miami,2338.73,,3,1
FAN-11025,Monterrey,164.93,394.88,11,0
FAN-11026,Miami,1527.92,558.26,6,1
FAN-11027,CDMX,1520.01,210.93,1,0
FAN-11028,CDMX,2274.08,526.73,4,0
FAN-11029,Monterrey,1654.45,758.56,14,0
FAN-11030,Monterrey,1995.36,197.04,14,1
FAN-11031,Miami,1843.14,799.91,10,0
FAN-11032,Miami,1067.75,424.53,1,0
FAN-11033,CDMX,1725.9,NaN,14,0
FAN-11034,Miami,,871.62,13,0
FAN-11035,Monterrey,1319.96,548.75,13,0
FAN-11036,Miami,973.52,356.57,14,1
FAN-11037,Miami,436.15,632.7,12,0
FAN-11038,CDMX,1779.35,769.69,13,0
FAN-11039,Miami,244.06,741.97,9,1
FAN-11040,Miami,1792.22,585.39,7,0
FAN-11041,Monterrey,1613.9,293.49,1,0
FAN-11042,CDMX,2011.11,95.46,7,1
FAN-11043,Monterrey,738.54,499.44,4,1
FAN-11044,Miami,1045.1,183.2,3,1
FAN-11045,CDMX,2369.43,691.76,9,0
FAN-11046,Miami,643.27,700.77,4,1
FAN-11047,CDMX,1944.82,281.03,14,0
FAN-11048,CDMX,1610.2,539.62,10,1
FAN-11049,Miami,547.37,434.01,10,1
FAN-11050,CDMX,868.87,118.46,1,1
FAN-11051,Miami,378.55,771.89,14,1
FAN-11052,CDMX,857.88,106.74,11,1
FAN-11053,Miami,2191.5,553.36,10,0
FAN-11054,Miami,1511.67,375.56,12,1
FAN-11055,Miami,1027.73,806.44,14,0
FAN-11056,CDMX,1920.87,631.31,1,0
FAN-11057,Monterrey,1818.65,833.84,10,0
FAN-11058,Miami,807.08,440.73,2,1
FAN-11059,Miami,1777.37,222.66,12,0
FAN-11060,CDMX,286.88,756.98,13,1
FAN-11061,CDMX,395.59,82.72,12,1
FAN-11062,Miami,1148.44,116.93,13,0
FAN-11063,Miami,582.69,798.88,1,1
FAN-11064,Monterrey,1318.99,107.05,4,1
FAN-11065,CDMX,1992.46,351.56,11,1
FAN-11066,Monterrey,553.85,476.1,12,0
FAN-11067,Miami,1043.7,90.07,12,0
FAN-11068,CDMX,174.52,272.19,6,0
FAN-11069,Monterrey,318.8,NaN,14,1
FAN-11070,Monterrey,1787.59,648.74,3,0
FAN-11071,CDMX,,71155.32,14,0
FAN-11072,Miami,671.89,97.57,11,1
FAN-11073,Miami,922.04,579.72,12,1
FAN-11074,Miami,484.39,216.79,12,1
FAN-11075,Miami,1433.28,112.05,3,1
FAN-11076,CDMX,930.25,387.77,1,0
FAN-11077,Monterrey,706.14,495.56,10,1
FAN-11078,Monterrey,198.46,593.35,1,0
FAN-11079,Monterrey,945.97,52030.23,2,0
FAN-11080,CDMX,1952.95,580.23,10,1
FAN-11081,Monterrey,2467.81,571.19,6,0
FAN-11082,Monterrey,2416.12,129.96,9,0
FAN-11083,Monterrey,,260.99,8,1
FAN-11084,CDMX,1961.91,578.86,5,1
FAN-11085,CDMX,578.93,261.87,2,1
FAN-11086,Monterrey,1251.0,645.39,14,1
FAN-11087,Monterrey,2337.87,686.17,8,1
FAN-11088,Miami,335.43,373.06,9,0
FAN-11089,Miami,582.75,254.93,12,0
FAN-11090,Monterrey,1395.35,90.66,11,1
FAN-11091,Miami,187.35,726.26,13,0
FAN-11092,CDMX,1719.29,695.88,2,1
FAN-11093,CDMX,742.23,NaN,7,0
FAN-11094,Miami,779.91,547.96,7,1
FAN-11095,Monterrey,1402.28,212.98,1,1
FAN-11096,Monterrey,426.06,238.97,6,1
FAN-11097,Miami,154.74,791.47,,0
FAN-11098,Monterrey,1257.74,608.84,8,0
FAN-11099,Monterrey,1936.3,835.24,11,0
FAN-11100,Monterrey,1912.37,245.44,9,1
FAN-11101,Monterrey,320.43,738.98,6,1
FAN-11102,Miami,1813.27,853.1,13,0
FAN-11103,Miami,745.4,149.22,2,0
FAN-11104,Miami,2149.09,820.62,13,0
FAN-11105,CDMX,1675.23,175.21,4,0
FAN-11106,Monterrey,2324.98,557.57,1,1
FAN-11107,CDMX,625.15,304.7,7,0
FAN-11108,Miami,1525.05,328.59,1,0
FAN-11109,Monterrey,1724.37,679.19,9,1
FAN-11110,Miami,1793.86,137.2,4,1
FAN-11111,Monterrey,1633.35,727.84,6,1
FAN-11112,Miami,1154.02,542.43,1,0
FAN-11113,Miami,1864.7,83.7,3,0
FAN-11114,Miami,378.14,853.45,4,1
FAN-11115,CDMX,1006.14,312.58,12,0
FAN-11116,Miami,1586.74,622.1,6,0
FAN-11117,Miami,335.69,454.74,1,1
FAN-11118,CDMX,NaN,398.98,2,0
FAN-11119,Miami,1435.69,242.26,13,1
FAN-11120,Miami,1943.08,555.9,10,0
FAN-11121,CDMX,2199.67,320.81,12,1
FAN-11122,Miami,272.87,350.01,14,0
FAN-11123,Monterrey,791.15,894.26,9,1
FAN-11124,Miami,697.69,304.04,8,1
FAN-11125,CDMX,1584.41,676.12,12,0
FAN-11126,Miami,645.74,382.79,5,0
FAN-11127,Miami,1574.44,797.59,14,0
FAN-11128,Miami,2108.79,58195.19,9,0
FAN-11129,CDMX,1314.17,323.19,7,0
FAN-11130,Monterrey,903.74,874.09,7,1
FAN-11131,CDMX,2034.85,861.82,5,1
